rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR127054","Daysleeper","r.e.m","","","","3","1998-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127065","Somethin' Bad","miranda lambert duet","","","","20","2014-06-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127161","We Are One Ole Ola The 2014 Fifa World Cup Official Song","pitbull","","","","6","2014-04-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127207","Turning Japanese","The Vapors","","","","17","1980-09-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127463","You Light Up My Life","kacey cisyk/original cast","","","","4","1977-11-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127516","Mind Of Melvin","ynw melly","","","","1","2021-08-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127619","The A Team","ed sheeran","","","","33","2012-07-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127659","Dreams Collide","colbie caillat","","","","1","2008-05-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127665","Tell Me It'S Real","k-ci","","","","20","1999-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127795","Wake Me Up","avicii","","","","54","2013-07-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR127900","I Ran So Far Away","a flock of seagulls","","","","22","1982-07-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128024","Don'T Go","skrillex, justin bieber","","","","1","2021-09-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128048","Trustfall","p!nk","","","","4","2023-03-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128079","Close","rae sremmurd","","","","1","2018-05-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128167","Sayin' Sorry Don'T Make It Right","denise lopez","","","","17","1988-06-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128171","Shake The Snow Globe","gwen stefani","","","","2","2025-12-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128255","On","bts","","","","2","2020-03-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128310","You Can Never Stop Me Loving You","johnny tillotson","","","","10","1963-08-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128341","Doomsday","lyrical lemonade, juice wrld","","","","1","2023-07-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128416","Loco","david lee murphy","","","","18","2004-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128504","You Belong With Me Taylor'S Version","taylor swift","","","","1","2021-04-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128540","How Deep Is The Ocean","miss toni fisher","","","","2","1960-04-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128646","Dear Heart","henry mancini and his orchestra","","","","7","1964-12-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128655","Lady","brett young","","","","19","2021-01-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128676","Love Eyes","nancy sinatra","","","","8","1967-03-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128832","Boyfriend","ariana grande","","","","12","2019-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128856","Whiskey'D My Way","morgan wallen","","","","1","2021-01-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR128972","Much Better","club 69","","","","3","1998-01-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129099","Candy'S Going Bad","golden earring","","","","4","1974-10-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129240","I'Ll Get By As Long As I Have You","billy williams","","","","1","1958-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129423","Beneath Your Beautiful","labrinth","","","","14","2013-06-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129457","What Will I Do","timmy t","","","","4","1990-07-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129490","The World Outside","The Four Aces","","","","4","1958-11-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129491","Ghost Riders In The Sky","outlaws","","","","15","1980-12-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129513","Hell Yeah","little big town","","","","1","2022-10-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129571","Some Kinda Fun","chris montez","","","","9","1962-12-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129586","Everybody'S Got To Learn Sometime","The Korgis","","","","19","1980-10-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129684","I'M Through With Love","eric carmen","","","","3","1985-04-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129759","Hoop In Yo Face From Sunset Park","69 boyz","","","","3","1996-05-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129788","Hey Lover","debbie dovale","","","","4","1963-11-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129894","Should'Ve Been Us","tori kelly","","","","10","2015-08-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR129931","Kiddio","brook benton","","","","17","1960-08-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130063","Chariots Of Fire Titles","vangelis","","","","28","1981-12-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130092","Feel The Funk From Dangerous Minds","immature","","","","13","1995-09-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130252","Bad Reviews","sabrina carpenter","","","","1","2025-03-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130332","The Color Violet","tory lanez","","","","9","2023-01-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130356","Temptation 'Bout To Get Me","The Knight Bros","","","","5","1965-06-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130373","Needles And Pins","tom petty","","","","9","1986-02-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130387","Mary Lou","ronnie hawkins and the hawks","","","","16","1959-08-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130508","Worst Way","riley green","","","","38","2024-09-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130568","Hey Daddy Daddy'S Home","usher","","","","21","2010-01-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130620","Forever Autumn","justin hayward","","","","13","1978-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130665","Happy Xmas War Is Over","john legend","","","","1","2020-01-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130719","The Other Guy","luke combs","","","","1","2020-11-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130725","Star Wars Theme Cantina Band","meco","","","","20","1977-08-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130757","I Love The Way You Love","marv johnson","","","","13","1960-03-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130850","Undeniable","ms. adventures","","","","9","1990-09-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR130855","Plenty Good Lovin'","connie francis","","","","7","1959-09-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131001","P Print","gucci mane","","","","1","2016-08-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131075","I Had No Right","p.m. dawn","","","","10","1998-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131232","Hold On I'M Coming","chuck jackson","","","","4","1967-02-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131241","I Don'T Care","ed sheeran","","","","39","2019-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131279","I'M Movin' On","matt lucas","","","","9","1963-05-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131296","Bohemian Rhapsody","glee cast","","","","1","2010-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131358","The Girl Is Mine","michael jackson and paul mccartney","","","","18","1982-11-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131467","Take The L","The Motels","","","","9","1982-09-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131496","Losses","drake","","","","1","2020-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131510","Beware Of My Crew From A Thin Line Between Love And Hate","l.b.c. crew","","","","20","1995-12-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131549","Caldonia","james brown and his orchestra","","","","2","1964-05-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131614","Amerikan Music","steve alaimo","","","","3","1972-04-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131667","Dark Days","21 savage","","","","1","2024-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131759","Baby Face","bobby darin","","","","7","1962-09-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131862","Feel The Fiyaaaah","metro boomin","","","","1","2022-12-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131877","There'Ll Come A Day When Ev'Ry Little Bit Hurts","bobby vee","","","","5","1964-12-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131881","Oh Baby Don'T You Weep Part 1","james brown and the famous flames","","","","10","1964-01-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR131966","Put Yourself In My Place","The Elgins","","","","4","1966-02-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132072","Like Weezy","playboi carti","","","","2","2025-03-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132132","Cecilia","simon","","","","13","1970-04-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132137","Otro Atardecer","bad bunny","","","","3","2022-05-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132213","Dear Dad","chuck berry","","","","4","1965-04-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132354","Why Do I Love You So","johnny tillotson","","","","14","1960-01-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132445","Champagne Jam","atlanta rhythm section","","","","9","1978-09-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132511","The Fightin' Side Of Me","merle haggard and the strangers","","","","3","1970-02-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132531","Internet","post malone","","","","1","2019-09-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132532","My Baby Mama","qt","","","","4","1997-02-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132596","You You You","mel carter","","","","7","1966-07-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132639","Back To Friends","sombr","","","","37","2025-04-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132689","In The Heat Of The Night","ray charles","","","","7","1967-08-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132701","It Depends","chris brown","","","","15","2025-08-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132734","Need To Know","doja cat","","","","48","2021-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132738","Un Verano Sin Ti","bad bunny","","","","1","2022-05-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132862","Drops Of Jupiter Tell Me","train","","","","53","2001-03-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132885","Runaway","nb ridaz","","","","4","2002-01-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132892","Velvet Waters","The Megatrons","","","","9","1959-05-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132926","Friends Like That","john morgan","","","","6","2025-04-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR132999","Take Your Time Do It Right","max-a-million","","","","12","1995-07-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133008","The Martian Boogie","brownsville station","","","","7","1977-08-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133043","Dance The Mess Around","chubby checker","","","","7","1961-04-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133068","I'M Not Gonna Miss You","glen campbell","","","","1","2014-11-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133073","Scorpio","moneybagg yo","","","","15","2021-11-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133122","Touch Me Baby Reaching Out For Your Love","tamiko jones","","","","10","1975-04-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133206","Stars","¥$: Ye","","","","1","2024-02-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133491","Come Close To Me","common","","","","15","2002-12-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133599","Ruby Duby Du From Key Witness","charles wolcott","","","","7","1960-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133609","When The Boys Get Together","joanie sommers","","","","3","1962-10-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133619","I'Ll Bring It Home To You","carla thomas","","","","8","1962-10-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133674","Just Like Fire","p!nk","","","","26","2016-05-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133716","Gone Gone Gone","David Guetta, Teddy Swims & Tones And I","","","","2","2025-12-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133724","Make Me Happy","bobby bloom","","","","6","1971-01-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133736","War Bout It","lil durk","","","","2","2023-06-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133739","Double Fantasy","The Weeknd","","","","5","2023-05-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133853","Diamonds And Pearls","The Paradons","","","","16","1960-08-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133856","Darlin' Danielle Don'T","henry lee summer","","","","8","1988-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133874","You'Ll Miss Me When I'M Gone","fontella bass","","","","2","1965-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133915","Soul","lee brice","","","","6","2022-09-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133959","I'M Not Satisfied","fine young cannibals","","","","3","1990-02-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133983","Deja Vu","olivia rodrigo","","","","29","2021-04-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR133995","Grillz","Nelly Featuring Paul Wall, Ali & Gipp","","","","1","2006-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134003","Clouds","nf","","","","2","2021-03-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134050","Dirty Man","laura lee","","","","7","1967-09-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134164","Stranger","olivia rodrigo","","","","1","2024-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134259","I Don'T Need No Doctor","ray charles and his orchestra","","","","4","1966-11-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134323","Ballad Of A Homeschooled Girl","olivia rodrigo","","","","2","2023-09-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134325","M G Blues","jimmy mcgriff","","","","3","1963-02-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134440","7 Seconds","youssou n'dour","","","","4","1994-10-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134525","Follow Your Arrow","kacey musgraves","","","","1","2014-02-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134535","Sweet Dreams","j-hope","","","","1","2025-03-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134662","Voice Of Freedom","jim kirk and the tm singers","","","","3","1980-02-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134756","Jail","kanye west","","","","3","2021-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134844","Swinging On A Star","big dee irwin","","","","10","1963-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134907","Don'T Wanna Break Up Again","ariana grande","","","","2","2024-03-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR134978","Touch Me Tonight","shooting star","","","","9","1989-11-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135090","Stuntin' Like My Daddy","birdman","","","","20","2006-09-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135093","Blue Tomorrow","billy vaughn and his orchestra","","","","5","1961-06-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135101","It'S Gonna Be Alright","maxine brown","","","","7","1965-02-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135261","Alabama Wild Man","jerry reed","","","","8","1972-07-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135331","Rags To Riches","sunny","","","","7","1963-11-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135333","American Pie Parts I Ii","don mclean","","","","19","1971-11-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135344","This Bitter Earth","dinah washington","","","","14","1960-06-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135521","Look Over Your Shoulder","The O'jays","","","","5","1968-06-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135533","You'Re A God","vertical horizon","","","","21","2000-08-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135546","I'M On One","future","","","","5","2022-05-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135548","I'M Alright","kenny loggins","","","","22","1980-07-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135559","Getto Jam","domino","","","","20","1993-11-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135621","Dum De Da","bobby vinton","","","","6","1966-04-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135640","Hillbilly Bone","blake shelton","","","","20","2010-01-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135973","This Moment In Time","engelbert humperdinck","","","","6","1978-12-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR135978","Seen It All","future","","","","1","2024-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136032","Day By Day Every Minute Of The Hour","The Continental 4","","","","5","1971-06-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136074","Alvin'S Harmonica","david seville and the chipmunks","","","","16","1959-02-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136207","We Must Be In Love","five stairsteps","","","","3","1969-10-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136340","Lean Wit It Rock Wit It","Dem Franchize Boyz Featuring Lil Peanut & Charlay","","","","1","2006-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136342","How The Game Go","rod wave","","","","1","2021-04-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136418","America","simon","","","","2","1972-11-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136427","Cimarron Roll On","billy vaughn and his orchestra","","","","10","1958-10-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136460","You Are In Love","taylor swift","","","","1","2015-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136494","Smack Dab In The Middle","ray charles and his orchestra","","","","7","1964-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136504","Glory Of Love","don gardner and dee dee ford","","","","5","1962-08-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136510","What'S Forever For","michael murphey","","","","20","1982-07-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136545","We May Never Pass This Way Again","seals","","","","12","1973-09-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136628","Try A Little Tenderness","The Commitments","","","","4","1991-10-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136717","Call The Coroner","future","","","","1","2019-02-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136887","Away From Home","drake","","","","1","2023-10-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136934","Boom Shak A Tack","born jamericans","","","","4","1994-01-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136955","The Heart Of Rock Roll","huey lewis","","","","20","1984-04-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR136964","You'Ll Think Of Me","keith urban","","","","20","2004-02-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137032","Sunday And Me","jay","","","","8","1965-11-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137053","Betcha Can'T Do It Like Me","d4l","","","","8","2006-02-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137086","Any Time Any Place And On And On","janet jackson","","","","20","1994-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137093","Iris","phoebe","","","","1","2020-11-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137097","Kokomo","The Flamingos","","","","3","1961-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137151","Baby I Do Love You","The Galens","","","","5","1963-11-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137310","Life And Death In G A","love childs afro cuban blues band","","","","3","1975-07-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137317","El Mundo Es Mio","bad bunny","","","","1","2020-12-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137495","Brass Buttons","The String-a-longs","","","","7","1961-03-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137658","Charged Up","drake","","","","1","2015-08-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137659","Pink Chiffon","mitchell torok","","","","9","1960-05-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137665","Holiday","lil nas x","","","","12","2020-11-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137678","Stop Wait Listen","circus","","","","4","1973-02-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137886","Out Here On My Own","irene cara","","","","23","1980-08-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR137908","Shame Shame Shame","jimmy reed","","","","8","1963-04-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138069","Come Through","h.e.r","","","","18","2021-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138090","Holy Ground Taylor'S Version","taylor swift","","","","1","2021-11-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138173","Run Bts","bts","","","","1","2022-06-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138174","96 Tears","?","","","","15","1966-09-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138304","Butterfly Fly Away","miley cyrus","","","","3","2009-04-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138337","Night Of Your Life","david guetta","","","","1","2011-09-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138363","Unchained Melody","The Sweet Inspirations","","","","5","1968-08-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
