rvtr,track_title,track_artist,rvar,album_id,album_title,rval,album_artist,rvar_album_artist,release_year,release_date,track_number,relationship_source,relationship_confidence,relationship_type,artwork_available,billboard_200_membership,cross_artist_relationship,review_status,duplicate_relationship
"RVTR138903","Bicycle Race","queen","","33638","Jazz","RVAL220922","queen","RVAR005166","1978","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR138930","Drunk Me","mitchell tenpenny","","31256","Telling All My Secrets","RVAL586362","mitchell tenpenny","RVAR004233","2018","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR138932","Lean On Me","club nouveau","","27586","Life, Love And Pain","RVAL633449","club nouveau","RVAR002666","1986","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR138992","Hot Love","t. rex","","23713","Electric Warrior","RVAL364937","t. rex","RVAR000913","1971","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139013","Hot Rod Hearts","robbie dupree","","25744","Robbie Dupree","RVAL913272","robbie dupree","RVAR001773","1980","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR139107","Love Runs Out","onerepublic","","32581","Native","RVAL842378","onerepublic","RVAR004791","2013","","10","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR139172","Wait","maroon 5","","22444","Red Pill Blues","RVAL683472","maroon 5","RVAR000296","2017","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139205","Big Shot","billy joel","","30861","52nd Street","RVAL482228","billy joel","RVAR004068","1978","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139223","White Iverson","post malone","","34256","Stoney","RVAL413424","post malone","RVAR005424","2016","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139225","By The Way","red hot chili peppers","","29495","By The Way","RVAL627832","red hot chili peppers","RVAR003444","2002","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139352","Love Me","The Rascals","","43162","Peaceful World","RVAL104119","The Rascals","RVAR008871","1971","","4","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR139533","Younger Girl","The Critters","","41500","Younger Girl","RVAL483491","The Critters","RVAR008051","1966","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR139558","Stay Fly","three 6 mafia","","35646","Most Known Unknown","RVAL337005","three 6 mafia","RVAR006069","2005","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139564","Man","elton john","","37631","Made In England","RVAL675577","elton john","RVAR006296","1995","","9","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR139738","Strawberry Fields Forever","The Beatles","","41419","Magical Mystery Tour (Soundtrack)","RVAL130750","The Beatles","RVAR008038","1967","","8","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR139881","Mustang Sally","wilson pickett","","30991","The Wicked Pickett","RVAL774553","wilson pickett","RVAR004119","1967","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR140033","A Hard Day'S Night","The Beatles","","41400","A Hard Day's Night (Soundtrack)","RVAL468343","The Beatles","RVAR008038","1964","","10","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR140071","Big City","merle haggard","","30380","Big City","RVAL994579","merle haggard","RVAR003820","1981","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140307","Crazy Love","helen reddy","","28251","I Don't Know How To Love Him","RVAL095970","helen reddy","RVAR002938","1971","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140344","Dazed And Confused","led zeppelin","","34919","Led Zeppelin","RVAL269250","led zeppelin","RVAR005731","1969","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140412","Hold On Loosely","38 special","","32107","Wild-Eyed Southern Boys","RVAL358514","38 special","RVAR004633","1981","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR140440","She And I","alabama","","31480","Ultimate Alabama: 20 #1 Hits","RVAL034629","alabama","RVAR004337","2004","","4","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR140464","Turn Around","neil diamond","","38445","Primitive","RVAL443885","neil diamond","RVAR006629","1984","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140475","Bruises","train","","31671","California 37","RVAL930086","train","RVAR004438","2012","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140518","Mudshovel","staind","","28238","Dysfunction","RVAL350284","staind","RVAR002931","1999","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140658","Nothing On But The Radio","gary allan","","26955","See If I Care","RVAL572614","gary allan","RVAR002369","2003","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR140688","D I V O R C E","tammy wynette","","29647","D-I-V-O-R-C-E","RVAL256059","tammy wynette","RVAR003493","1968","","7","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140735","Movin' On","mya","","34455","Mya","RVAL378614","mya","RVAR005520","1998","","3","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR140784","I Got Stung","elvis presley","","40906","Elvis","RVAL442484","elvis presley","RVAR007802","1973","","8","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR140821","Counting Blue Cars","dishwalla","","31149","Pet Your Friends","RVAL031759","dishwalla","RVAR004190","1996","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140853","For The Love Of Money","bulletboys","","40096","Bulletboys","RVAL020658","bulletboys","RVAR007473","1988","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR140895","When I Fall In Love","natalie cole","","32228","Everlasting","RVAL650420","natalie cole","RVAR004660","1987","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR140956","Tunnel Of Love","bruce springsteen","","40705","Tunnel Of Love","RVAL140140","bruce springsteen","RVAR007727","1987","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR141027","Keep Holding On","avril lavigne","","31394","The Best Damn Thing","RVAL420860","avril lavigne","RVAR004307","2007","","10","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR141085","So High Rock Me Baby And Roll Me Away","dave mason","","22157","The Best Of Dave Mason","RVAL307458","dave mason","RVAR000166","1974","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR141091","Loving You","johnny nash","","23181","My Merry-Go-Round","RVAL788082","johnny nash","RVAR000684","1973","","7","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR141252","Love Will Find A Way","pablo cruise","","25569","Worlds Away","RVAL526530","pablo cruise","RVAR001687","1978","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR141274","Land Of Make Believe","chuck mangione","","25512","Land Of Make Believe","RVAL434813","chuck mangione","RVAR001657","1973","","3","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR141297","Cross The Border","philly's most wanted","","30661","Get Down Or Lay Down","RVAL123745","philly's most wanted","RVAR003971","2001","","4","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR141421","Break Every Rule","tina turner","","34071","Break Every Rule","RVAL035141","tina turner","RVAR005344","1986","","3","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR141439","Let'S Put It All Together","The Stylistics","","42260","The Best Of The Stylistics","RVAL756888","The Stylistics","RVAR008432","1975","","28","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR141444","Vertigo","khalid","","35636","Suncity","RVAL469735","khalid","RVAR006060","2018","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR141581","Love Me Or Leave Me Alone","brand nubian","","28359","In God We Trust","RVAL748636","brand nubian","RVAR002984","1993","","7","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR141644","Paranoimia","art of noise","","41786","In Visible Silence","RVAL561654","The Art Of Noise","RVAR008198","1986","","2","canonical_album_tracks","1.0","","yes","yes","yes","curated","no"
"RVTR141936","I Drove All Night","celine dion","","32388","One Heart","RVAL450345","celine dion","RVAR004700","2003","","8","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR141946","Ooh Baby","mario","","30963","D.N.A.","RVAL847862","mario","RVAR004110","2009","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR141965","Love You All My Lifetime","chaka khan","","30127","The Woman I Am","RVAL559538","chaka khan","RVAR003698","1992","","6","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR141966","Here You Come Again","dolly parton","","26976","Here You Come Again","RVAL755103","dolly parton","RVAR002370","1977","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR141971","Is Anybody Goin' To San Antone","charley pride","","27742","Charley Pride: In Person","RVAL373626","charley pride","RVAR002743","1969","","14","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR141977","Really Really","kevin gates","","30397","Islah","RVAL861009","kevin gates","RVAR003823","2016","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR142028","Theme From Dr Kildare Three Stars Will Shine Tonight","richard chamberlain","","27456","Richard Chamberlain Sings","RVAL298193","richard chamberlain","RVAR002594","1963","","3","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR142059","My Kinda Girl","babyface","","32633","Tender Lover","RVAL057447","babyface","RVAR004824","1989","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142133","Hangin' On","chris young","","31490","Losing Sleep","RVAL575025","chris young","RVAR004344","2017","","9","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR142169","I Don'T Mind","immature","","35326","Playtyme Is Over","RVAL210539","immature","RVAR005895","1994","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR142172","Longfellow Serenade","neil diamond","","38448","Serenade","RVAL796105","neil diamond","RVAR006629","1974","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142192","Cover Girl","new kids on the block","","33599","Hangin' Tough","RVAL494074","new kids on the block","RVAR005156","1988","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142378","Living In The U S A","The Steve Miller Band","","43239","Sailor","RVAL192924","The Steve Miller Band","RVAR008909","1968","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142381","Changed","rascal flatts","","21893","Changed","RVAL456358","rascal flatts","RVAR000098","2012","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142398","Distraction","kehlani","","31145","SweetSexySavage","RVAL875765","kehlani","RVAR004189","2017","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR142400","Everyday Is A Winding Road","sheryl crow","","38817","Sheryl Crow","RVAL848901","sheryl crow","RVAR006824","1996","","8","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142503","Take It On The Run","reo speedwagon","","40130","Hi Infidelity","RVAL361727","reo speedwagon","RVAR007507","1980","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142508","Both Of Us","b.o.b","","23055","Strange Clouds","RVAL058951","b.o.b","RVAR000630","2012","","4","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR142539","Just Another Day","oingo boingo","","22311","Dead Man's Party","RVAL991086","oingo boingo","RVAR000229","1985","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142608","No One In The World","anita baker","","27603","Rapture","RVAL713868","anita baker","RVAR002682","1986","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142671","Long Long Way From Home","foreigner","","30936","Foreigner","RVAL994965","foreigner","RVAR004102","1977","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142836","Chocolate","kylie minogue","","38689","Body Language","RVAL170776","kylie minogue","RVAR006737","2004","","7","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR142841","Behind These Hazel Eyes","kelly clarkson","","40438","Breakaway","RVAL300202","kelly clarkson","RVAR007656","2004","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142847","Across The Universe","The Beatles","","41412","Let It Be (Soundtrack)","RVAL337322","The Beatles","RVAR008038","1970","","9","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR142855","U Don'T Have To Call","usher","","34284","8701","RVAL100520","usher","RVAR005436","2001","","8","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR142902","Something In Your Eyes","bell biv devoe","","25951","Hootie Mack","RVAL131225","bell biv devoe","RVAR001886","1993","","9","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143064","A Bad Goodbye","clint black","","41058","No Time To Kill","RVAL216690","clint black","RVAR007836","1993","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR143075","Hustle Hard","ace hood","","26903","Blood Sweat + Tears","RVAL387844","ace hood","RVAR002339","2011","","9","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR143076","Annabelle","daniel boone","","38976","Beautiful Sunday","RVAL180011","daniel boone","RVAR006875","1972","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143091","I Wish You Would","dj khaled","","39455","Kiss The Ring","RVAL987494","dj khaled","RVAR007112","2012","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143137","Hold On","The Rascals","","43164","See","RVAL589069","The Rascals","RVAR008871","1970","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR143225","Ants Marching","dave matthews band","","22119","Under The Table And Dreaming","RVAL706305","dave matthews band","RVAR000155","1994","","7","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143227","Scenes From An Italian Restaurant","billy joel","","30881","The Stranger","RVAL571807","billy joel","RVAR004068","1977","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143275","Just A Friend","biz markie","","40048","The Biz Never Sleeps","RVAL534568","biz markie","RVAR007436","1989","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143287","Something Like That","tim mcgraw","","27493","A Place In The Sun","RVAL670307","tim mcgraw","RVAR002621","1999","","9","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143317","Coo Coo Chee","ric-a-che","","30515","Lack Of Communication","RVAL628079","ric-a-che","RVAR003878","2004","","6","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143360","Old Enough","nickelback","","39275","The State","RVAL625806","nickelback","RVAR007005","2000","","4","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143524","I'Ll Be Your Shelter In Time Of Storm","luther ingram","","26111","If Loving You Is Wrong I Don't Want To Be Right","RVAL319923","luther ingram","RVAR001934","1972","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143565","One Call Away","charlie puth","","28930","Nine Track Mind","RVAL620939","charlie puth","RVAR003230","2016","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143638","Cruel Summer","bananarama","","25642","Greatest Hits Collection","RVAL360408","bananarama","RVAR001736","1988","","6","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR143672","Banjo","rascal flatts","","21893","Changed","RVAL456358","rascal flatts","RVAR000098","2012","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143709","Bring Em Out","t.i","","43538","Urban Legend","RVAL000091","t.i","RVAR005175","2004","","13","canonical_album_tracks","0.95","","yes","no","no","curated","no"
"RVTR143846","Tutti Frutti","little richard","","24725","Little Richard's Greatest Hits","RVAL675349","little richard","RVAR001339","1967","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR143856","I'Ll Have To Say I Love You In A Song","jim croce","","35116","I Got A Name","RVAL507595","jim croce","RVAR005816","1973","","9","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR143887","An Innocent Man","billy joel","","30863","An Innocent Man","RVAL818859","billy joel","RVAR004068","1983","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143899","True Love","elton john","","37615","Duets","RVAL206477","elton john","RVAR006296","1993","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143923","Live For Life","jack jones","","40237","Without Her","RVAL699987","jack jones","RVAR007552","1967","","7","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR143943","Tapioca Tundra","The Monkees","","41291","The Birds, The Bees & The Monkees","RVAL532285","The Monkees","RVAR007934","1968","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR144169","I'Ll Do For You Anything You Want Me To","barry white","","21943","Just Another Way To Say I Love You","RVAL039951","barry white","RVAR000106","1975","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR144206","I Want You","marvin gaye","","23732","Marvin Gaye Anthology","RVAL585441","marvin gaye","RVAR000918","1974","","15","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR144262","Future Shock","hello people","","34140","The Handsome Devils","RVAL134756","hello people","RVAR005371","1974","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144269","Come Back To Me","janet jackson","","22089","Janet Jackson's Rhythm Nation 1814","RVAL842125","janet jackson","RVAR000151","1989","","2","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR144309","Refugee","tom petty and the heartbreakers","","39246","Damn The Torpedoes","RVAL570769","tom petty and the heartbreakers","RVAR006997","1979","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144318","Wish","diplo","","40105","California (EP)","RVAL454723","diplo","RVAR007486","2018","","6","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR144324","Making Memories Of Us","keith urban","","33812","Be Here","RVAL543594","keith urban","RVAR005223","2004","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144392","Tired","stone sour","","35435","House Of Gold & Bones: Part 1","RVAL724862","stone sour","RVAR005949","2012","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR144401","It'S Still Rock And Roll To Me","billy joel","","30860","2000 Years -- The Millennium Concert","RVAL773166","billy joel","RVAR004068","2000","","5","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR144439","On The Way Down","ryan cabrera","","34733","Take It All Away","RVAL591883","ryan cabrera","RVAR005660","2004","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR144462","My Eyes Get Blurry","kenny nolan","","30628","Kenny Nolan","RVAL790605","kenny nolan","RVAR003931","1977","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR144518","Only Girl In The World","rihanna","","40805","Loud","RVAL397065","rihanna","RVAR007764","2010","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144566","Train Of Thought","cher","","33003","Dark Lady","RVAL516818","cher","RVAR004933","1974","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR144594","I Won'T Mention It Again","ray price","","39053","I Won't Mention It Again","RVAL850486","ray price","RVAR006919","1971","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR144595","West End Girls","pet shop boys","","38681","Please","RVAL559397","pet shop boys","RVAR006730","1986","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR144710","Something About The Way You Look Tonight","elton john","","37640","The Big Picture","RVAL040044","elton john","RVAR006296","1997","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144750","Gasolina","daddy yankee","","24429","Barrio Fino: En Directo","RVAL621486","daddy yankee","RVAR001201","2005","","10","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144792","Marvins Room","drake","","39997","Take Care","RVAL601171","drake","RVAR007385","2011","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR144886","She'S A Hottie","toby keith","","39414","Toby Keith","RVAL632677","toby keith","RVAR007096","1993","","23","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR144888","Not Meant To Be","theory of a deadman","","24208","Scars & Souvenirs","RVAL356555","theory of a deadman","RVAR001101","2008","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR144900","Get Up 10","cardi b","","40150","Invasion Of Privacy","RVAL156264","cardi b","RVAR007509","2018","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR145017","Cowboy Song","thin lizzy","","37419","Jailbreak","RVAL218482","thin lizzy","RVAR006187","1976","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR145027","Wish You Were Dead","lola young","","43485","This Wasn’t Meant For You Anyway","RVAL000038","lola young","RVAR000173","2024","","2","canonical_album_tracks","1.0","","yes","no","no","curated","no"
"RVTR145042","Dear God","avenged sevenfold","","38192","Avenged Sevenfold","RVAL689905","avenged sevenfold","RVAR006534","2007","","10","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145043","Moondance","van morrison","","29537","Moondance","RVAL086507","van morrison","RVAR003449","1970","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR145116","Epiphany","staind","","28236","Break The Cycle","RVAL144649","staind","RVAR002931","2001","","7","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145145","Come To My Aid","simply red","","24037","Picture Book","RVAL297478","simply red","RVAR001033","1986","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145177","Love Like Winter","afi","","35722","Decemberunderground","RVAL204409","afi","RVAR006115","2006","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145287","Memories","tierra","","35649","City Nights","RVAL402767","tierra","RVAR006072","1980","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145300","Mad Izm","channel live","","37929","Station Identification","RVAL430815","channel live","RVAR006460","1995","","2","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR145395","Feel Like Makin' Love","roberta flack","","37872","Feel Like Makin' Love","RVAL317139","roberta flack","RVAR006437","1975","","5","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR145466","Hero","enrique iglesias","","40312","Escape","RVAL421623","enrique iglesias","RVAR007591","2001","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145615","St Charles","jefferson starship","","30162","Spitfire","RVAL813102","jefferson starship","RVAR003709","1976","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145650","Like This","mims","","32113","Music Is My Savior","RVAL162859","mims","RVAR004636","2007","","6","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR145704","Say A Prayer","breathe","","40040","Peace Of Mind","RVAL549468","breathe","RVAR007429","1990","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145733","What Comes Naturally","sheena easton","","23290","What Comes Naturally","RVAL684771","sheena easton","RVAR000746","1991","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR145789","Centerfold","The J. Geils Band","","41223","Freeze-frame","RVAL390161","The J. Geils Band","RVAR007920","1981","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR145802","If I Only Knew","ozark mountain daredevils","","24740","The Car Over The Lake Album","RVAL051297","ozark mountain daredevils","RVAR001348","1975","","9","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR145839","Que Te Quiero","katrina and the waves","","34861","Katrina And The . . . Waves","RVAL167845","katrina and the waves","RVAR005711","1985","","3","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR145860","Wherever Would I Be","cheap trick","","35757","Busted","RVAL715659","cheap trick","RVAR006128","1990","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR145972","I Would Die 4 U","prince","","38947","The Hits 2","RVAL875224","prince","RVAR006857","1993","","8","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR145995","Crush","jennifer paige","","35122","Jennifer Paige","RVAL303054","jennifer paige","RVAR005817","1998","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR146055","Cold Hard Bitch","jet","","34368","Get Born","RVAL437163","jet","RVAR005479","2003","","12","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR146087","Want You For My Girlfriend","4 by four","","30049","4 By Four","RVAL371209","4 by four","RVAR003662","1987","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR146125","Talk To Me","chico debarge","","39954","Chico DeBarge","RVAL570139","chico debarge","RVAR007367","1986","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR146151","P S I Love You","The Beatles","","41410","Introducing...The Beatles","RVAL078465","The Beatles","RVAR008038","1964","","7","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR146167","Boogie Fever","The Sylvers","","41259","The Sylvers","RVAL331440","The Sylvers","RVAR007929","1973","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR146244","No Limit","usher","","34286","Hard II Love","RVAL496491","usher","RVAR005436","2016","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR146260","No Limit","g-eazy","","23485","The Beautiful & Damned","RVAL578545","g-eazy","RVAR000845","2018","","6","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR146329","Anthem","wayne newton","","29338","Can't You Hear The Song?","RVAL863467","wayne newton","RVAR003401","1972","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR146345","Sharing You","bobby vee","","30887","Bobby Vee's Golden Greats","RVAL166305","bobby vee","RVAR004070","1964","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR146378","Wild Eyed Southern Boys","38 special","","32107","Wild-Eyed Southern Boys","RVAL358514","38 special","RVAR004633","1981","","3","canonical_album_tracks","1.0","","yes","yes","no","curated","no"
"RVTR146499","Tough","kurtis blow","","27419","Kurtis Blow","RVAL212385","kurtis blow","RVAR002570","1980","","5","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR146530","Love And War","tamar braxton","","23822","Tamar","RVAL632003","tamar braxton","RVAR000939","2000","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR146682","Love You Too Late","cole swindell","","24386","All Of It","RVAL083968","cole swindell","RVAR001170","2018","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR146709","On Fire","lloyd banks","","30825","The Hunger For More","RVAL588549","lloyd banks","RVAR004047","2004","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR146768","The Sweet Escape","gwen stefani","","27626","The Sweet Escape","RVAL206468","gwen stefani","RVAR002694","2006","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR146876","Keep On Singing","helen reddy","","28253","Love Song For Jeffrey","RVAL414349","helen reddy","RVAR002938","1974","","5","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR146918","Birthday","katy perry","","35112","PRISM","RVAL834001","katy perry","RVAR005813","2013","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR147218","Yah","kendrick lamar","","30481","DAMN.","RVAL478099","kendrick lamar","RVAR003859","2017","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR147357","Learning To Fly","pink floyd","","29315","A Momentary Lapse Of Reason","RVAL896964","pink floyd","RVAR003399","1987","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR147392","Hold Me Thrill Me Kiss Me","mel carter","","29757","Hold Me, Thrill Me, Kiss Me","RVAL019617","mel carter","RVAR003546","1965","","11","canonical_album_tracks","0.86","","no","yes","no","ok","no"
