rvtr,rvar,track_title,track_artist,album_id,rval,album_title,album_artist,release_year,first_billboard_200_date,chronology_value,track_position,artwork_available,relationship_sources,cross_artist,duplicate_rows_removed,current_primary_heuristic,historical_album,artwork_album
"RVTR810291","RVAR000746","Do It For Love","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","8","yes","canonical_album_tracks|canonical_track_album_links","no","1","23286","23288","23286"
"RVTR810928","RVAR004025","I'M Sorry","brenda lee","30769","RVAL508000","10 Golden Years","RVAR004025","1966","1966-06-25","release_year:1966","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","30769","30769","30779"
"RVTR811247","RVAR008038","She Loves You","The Beatles","41407","RVAL608271","Early Beatles","RVAR008038","1965","1965-04-24","release_year:1965","7","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","41398","41407","41436"
"RVTR820617","RVAR003969","Fastlove","george michael","30655","RVAL254359","Older","RVAR003969","1996","1996-06-01","release_year:1996","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","30655","30655","30653"
"RVTR822159","RVAR000746","Strut","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","23284","23288","23284"
"RVTR837017","RVAR002928","Amber Cascades","america","28226","RVAL034030","Hideaway","RVAR002928","1976","1976-05-01","release_year:1976","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","28226","28226","28221"
"RVTR843406","RVAR003303","My Favorite Girl","dave hollister","29051","RVAL059819","Ghetto Hymns","RVAR003303","1999","1999-06-12","release_year:1999","15","yes","canonical_track_album_links|canonical_album_tracks","no","1","29051","29051","29054"
"RVTR852610","RVAR005956","I Put A Spell On You","creedence clearwater revival","35453","RVAL282331","More Creedence Gold","RVAR005956","1973","1973-07-21","release_year:1973","10","yes","canonical_album_tracks|canonical_track_album_links","no","1","35445","35453","35445"
"RVTR866922","RVAR008265","Big Man In Town","The 4 Seasons","41926","RVAL433441","The 4 Seasons Entertain You","RVAR008265","1965","1965-04-10","release_year:1965","9","yes","canonical_track_album_links|canonical_album_tracks","no","1","41926","41926","41927"
"RVTR872076","RVAR000867","Watching The Wheels","john lennon","23541","RVAL706101","Working Class Hero: The Definitive Lennon","RVAR000867","2005","2005-10-22","release_year:2005","3","yes","canonical_album_tracks|canonical_track_album_links","no","0","23530","23541","23530"
"RVTR879013","RVAR008696","Pay You Back With Interest","The Hollies","42760","RVAL878680","Stop! Stop! Stop!","RVAR008696","1967","1967-02-25","release_year:1967","2","yes","canonical_album_tracks|canonical_track_album_links","no","1","42760","42760","42761"
"RVTR893167","RVAR001855","Hold What You'Ve Got","joe tex","25893","RVAL748954","Hold What You've Got","RVAR001855","1965","1965-02-06","release_year:1965","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","25893","25893","25897"
"RVTR906397","RVAR004489","Dear Heart","andy williams","31795","RVAL485805","The Impossible Dream","RVAR004489","1972","1972-01-08","release_year:1972","11","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","31766","31795","31770"
"RVTR910888","RVAR003870","Slip Slidin' Away","paul simon","30511","RVAL980491","The Paul Simon Collection: On My Way, Don't Know Where I'm Goin'","RVAR003870","2002","2002-11-23","release_year:2002","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","30497","30511","30497"
"RVTR912420","RVAR002501","Snatching It Back","clarence carter","27315","RVAL582854","Testifyin'","RVAR002501","1969","1969-08-16","release_year:1969","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","27315","27315","27316"
"RVTR928218","RVAR004998","Hello Stranger","yvonne elliman","33191","RVAL024377","Love Me","RVAR004998","1977","1977-03-12","release_year:1977","2","yes","canonical_album_tracks|canonical_track_album_links","no","1","33191","33191","33193"
"RVTR932152","RVAR004025","Dum Dum","brenda lee","30769","RVAL508000","10 Golden Years","RVAR004025","1966","1966-06-25","release_year:1966","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","30769","30769","30779"
"RVTR940274","RVAR001090","The Folk Singer","tommy roe","24184","RVAL270700","Sweet Pea","RVAR001090","1966","1966-11-05","release_year:1966","9","yes","canonical_album_tracks|canonical_track_album_links","no","1","24182","24184","24182"
"RVTR950452","RVAR006629","Cracklin' Rosie","neil diamond","38431","RVAL972416","Hot August Night/NYC: Live From Madison Square Garden","RVAR006629","2009","2009-08-29","release_year:2009","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","38430","38431","38430"
"RVTR979042","RVAR004743","Jackie'S Strength","tori amos","32475","RVAL705172","From The Choirgirl Hotel","RVAR004743","1998","1998-05-23","release_year:1998","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","32475","32475","32484"
"RVTR982175","RVAR008405","Head First","The Babys","42189","RVAL064230","Head First","RVAR008405","1979","1979-01-27","release_year:1979","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","42189","42189","42187"
"RVTR989860","RVAR008038","Help","The Beatles","41407","RVAL608271","Early Beatles","RVAR008038","1965","1965-04-24","release_year:1965","10","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","41398","41407","41408"
"RVTR998379","RVAR000746","When He Shines","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","23288","23288","23291"
