rvtr,rvar,track_title,track_artist,album_id,rval,album_title,album_artist,release_year,first_billboard_200_date,chronology_value,track_position,artwork_available,relationship_sources,cross_artist,duplicate_rows_removed,current_primary_heuristic,historical_album,artwork_album
"RVTR156690","RVAR002473","America","yes","27268","RVAL449620","Yesterdays","RVAR002473","1975","1975-03-22","release_year:1975","1","no","canonical_album_tracks|canonical_track_album_links","no","1","27255","27268",""
"RVTR157202","RVAR008038","Please Please Me","The Beatles","41407","RVAL608271","Early Beatles","RVAR008038","1965","1965-04-24","release_year:1965","2","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","41407","41407","41436"
"RVTR157956","RVAR002502","In The Time Of Our Lives","iron butterfly","27320","RVAL029937","Heavy","RVAR002502","1968","1968-03-09","release_year:1968","17","yes","canonical_track_album_links|canonical_album_tracks","no","0","27319","27320","27320"
"RVTR158228","RVAR005441","Do Wacka Do","roger miller","34305","RVAL541536","The Return Of Roger Miller","RVAR005441","1965","1965-02-06","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","34302","34305","34305"
"RVTR158442","RVAR002800","Blame It On The Rain","milli vanilli","27972","RVAL817801","Girl You Know It's True","RVAR002800","1989","1989-03-25","release_year:1989","9","yes","canonical_track_album_links|canonical_album_tracks","no","1","27972","27972","27972"
"RVTR158927","RVAR005078","Angel","aretha franklin","33368","RVAL641900","Hey Now Hey (The Other Side Of The Sky)","RVAR005078","1973","1973-07-14","release_year:1973","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","33368","33368","33368"
"RVTR159025","RVAR001946","Another Sad Love Song","toni braxton","26135","RVAL114967","Toni Braxton","RVAR001946","1993","1993-07-31","release_year:1993","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","26135","26135","26135"
"RVTR159191","RVAR004839","Old Days","chicago","32689","RVAL698058","Chicago VIII","RVAR004839","1975","1975-04-12","release_year:1975","10","yes","canonical_album_tracks|canonical_album_tracks","no","0","32689","32689","32689"
"RVTR159364","RVAR005893","Love The One You'Re With","stephen stills","35320","RVAL817071","Stephen Stills","RVAR005893","1970","1970-11-28","release_year:1970","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","35320","35320","35320"
"RVTR159387","RVAR002454","Big Yellow Taxi","joni mitchell","27204","RVAL460648","Joni Mitchell","RVAR002454","1968","1968-05-18","release_year:1968","4","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","27203","27204","27204"
"RVTR159716","RVAR000918","That'S The Way Love Is","marvin gaye","23732","RVAL585441","Marvin Gaye Anthology","RVAR000918","1974","1974-04-20","release_year:1974","11","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23722","23732","23732"
"RVTR159791","RVAR008038","Eleanor Rigby","The Beatles","41433","RVAL705816","Songs, Pictures And Stories Of The Fabulous Beatles","RVAR008038","1964","1964-10-31","release_year:1964","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41428","41433","41433"
"RVTR160669","RVAR004700","It'S All Coming Back To Me Now","celine dion","32383","RVAL788685","Falling Into You","RVAR004700","1996","1996-03-30","release_year:1996","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","32381","32383","32383"
"RVTR160689","RVAR008432","Thank You Baby","The Stylistics","42260","RVAL756888","The Best Of The Stylistics","RVAR008432","1975","1975-02-22","release_year:1975","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","42259","42260","42260"
"RVTR160959","RVAR003470","Never Can Say Goodbye","isaac hayes","29605","RVAL244717","Black Moses","RVAR003470","1971","1971-12-11","release_year:1971","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29605","29605","29605"
"RVTR161461","RVAR004448","One Night Affair","jerry butler","31703","RVAL409793","The Best Of Jerry Butler","RVAR004448","1970","1970-06-27","release_year:1970","7","yes","canonical_track_album_links|canonical_album_tracks","no","1","31707","31703","31703"
"RVTR161517","RVAR007096","You Shouldn'T Kiss Me Like This","toby keith","39414","RVAL632677","Toby Keith","RVAR007096","1993","1993-05-15","release_year:1993","27","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","39408","39414","39414"
"RVTR161636","RVAR005271","In Da Club","50 cent","33903","RVAL315651","Get Rich Or Die Tryin'","RVAR005271","2003","2003-02-22","release_year:2003","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","33903","33903","33903"
"RVTR161916","RVAR005495","Greatest Love Of All","whitney houston","34409","RVAL163237","Whitney Houston","RVAR005495","1985","1985-03-30","release_year:1985","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","1","34409","34409","34409"
"RVTR162320","RVAR000296","Makes Me Wonder","maroon 5","22439","RVAL679247","It Won't Be Soon Before Long","RVAR000296","2007","2007-06-09","release_year:2007","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","22439","22439","22439"
"RVTR162739","RVAR006296","Daniel","elton john","37614","RVAL077962","Don't Shoot Me I'm Only The Piano Player","RVAR006296","1973","1973-02-10","release_year:1973","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","37613","37614","37614"
"RVTR162960","RVAR000454","Southernplayalisticadillacmuzik","outkast","22737","RVAL556307","Southernplayalisticadillacmuzik","RVAR000454","1994","1994-05-14","release_year:1994","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","22735","22737","22735"
"RVTR163185","RVAR006629","Headed For The Future","neil diamond","38425","RVAL032578","Headed For The Future","RVAR006629","1986","1986-05-24","release_year:1986","3","yes","canonical_track_album_links|canonical_album_tracks","no","1","38425","38425","38425"
"RVTR163675","RVAR002749","Look To Your Soul","johnny rivers","27783","RVAL426186","Realization","RVAR002749","1968","1968-06-29","release_year:1968","2","yes","canonical_album_tracks|canonical_track_album_links","no","1","27783","27783","27783"
"RVTR163713","RVAR005429","Baby Baby Baby","tlc","34272","RVAL379857","Ooooooohhh. . .On The TLC Tip","RVAR005429","1992","1992-03-14","release_year:1992","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","34271","34272","34272"
"RVTR164871","RVAR004743","Bliss","tori amos","32486","RVAL060229","To Venus And Back","RVAR004743","1999","1999-10-09","release_year:1999","15","yes","canonical_track_album_links|canonical_album_tracks","no","1","32486","32486","32486"
"RVTR165330","RVAR008296","Brazil","The Ritchie Family","42012","RVAL355671","Brazil","RVAR008296","1975","1975-10-04","release_year:1975","3","yes","canonical_track_album_links|canonical_album_tracks","no","1","42009","42012","42009"
"RVTR165511","RVAR006857","Little Red Corvette","prince","38921","RVAL568456","1999","RVAR006857","1982","1982-11-20","release_year:1982","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","38921","38921","38921"
"RVTR165610","RVAR004621","I Miss You So","little anthony and the imperials","32091","RVAL668325","Goin' Out Of My Head","RVAR004621","1965","1965-02-20","release_year:1965","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","32091","32091","32091"
"RVTR166183","RVAR006555","Running Scared","roy orbison","38256","RVAL364914","Roy Orbison's Greatest Hits","RVAR006555","1963","1963-01-05","release_year:1963","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","38247","38256","38256"
"RVTR166548","RVAR000961","Sylvia","focus","23869","RVAL195309","Focus 3","RVAR000961","1973","1973-04-14","release_year:1973","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","23869","23869","23872"
"RVTR166865","RVAR001348","If You Wanna Get To Heaven","ozark mountain daredevils","24739","RVAL515566","Ozark Mountain Daredevils","RVAR001348","1974","1974-02-16","release_year:1974","3","yes","canonical_track_album_links|canonical_album_tracks","no","1","24739","24739","24739"
"RVTR166952","RVAR007969","Hair","The Cowsills","41328","RVAL008850","The Best Of The Cowsills","RVAR007969","1969","1969-01-18","release_year:1969","12","yes","canonical_track_album_links|canonical_album_tracks","no","1","41328","41328","41328"
"RVTR167215","RVAR003375","Always Be My Baby","mariah carey","29207","RVAL302879","Daydream","RVAR003375","1995","1995-10-21","release_year:1995","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29202","29207","29207"
"RVTR167254","RVAR006737","Slow","kylie minogue","38689","RVAL170776","Body Language","RVAR006737","2004","2004-02-28","release_year:2004","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","38689","38689","38689"
"RVTR167344","RVAR005729","When Somebody Loves You","alan jackson","34908","RVAL098514","When Somebody Loves You","RVAR005729","2000","2000-11-25","release_year:2000","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","34901","34908","34908"
"RVTR167454","RVAR007934","Last Train To Clarksville","The Monkees","41292","RVAL397966","The Monkees","RVAR007934","1966","1966-10-08","release_year:1966","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41281","41292","41292"
"RVTR167559","RVAR002304","Higher Ground","stevie wonder","26803","RVAL957615","Innervisions","RVAR002304","1973","1973-08-18","release_year:1973","2","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","26803","26803","26803"
"RVTR167707","RVAR007696","I Left My Heart In San Francisco","tony bennett","40556","RVAL702635","I Left My Heart In San Francisco","RVAR007696","1963","1963-01-05","release_year:1963","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","40556","40556","40556"
"RVTR168023","RVAR007868","Gloria","them","41150","RVAL508479","Them","RVAR007868","1965","1965-07-24","release_year:1965","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","41150","41150","41150"
"RVTR168657","RVAR008809","The Voice","The Moody Blues","42995","RVAL772279","Long Distance Voyager","RVAR008809","1981","1981-06-13","release_year:1981","3","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","42987","42995","42995"
"RVTR169127","RVAR001690","My Town","montgomery gentry","25580","RVAL976422","My Town","RVAR001690","2002","2002-09-14","release_year:2002","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","25580","25580","25580"
"RVTR169157","RVAR008902","Lay Lady Lay","The Isley Brothers","43202","RVAL467999","Givin' It Back","RVAR008902","1971","1971-09-25","release_year:1971","10","yes","canonical_track_album_links|canonical_album_tracks","no","1","43202","43202","43202"
"RVTR169165","RVAR004653","Jumpin' Jack Flash","johnny winter","32195","RVAL888078","The Johnny Winter Story","RVAR004653","1969","1969-09-27","release_year:1969","17","yes","canonical_album_tracks|canonical_album_tracks","no","0","32195","32195","32195"
"RVTR169600","RVAR005108","Light In Your Eyes","blessid union of souls","33472","RVAL071084","Blessid Union Of Souls","RVAR005108","1997","1997-06-07","release_year:1997","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","33472","33472","33472"
"RVTR169653","RVAR004920","Smooth","santana","32958","RVAL244547","Supernatural","RVAR004920","1999","1999-07-03","release_year:1999","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","32958","32958","32958"
"RVTR169676","RVAR001053","First Of May","bee gees","24109","RVAL401498","Odessa","RVAR001053","1969","1969-02-22","release_year:1969","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","24109","24109","24109"
"RVTR169699","RVAR008432","You Make Me Feel Brand New","The Stylistics","42257","RVAL646370","Rockin' Roll Baby","RVAR008432","1973","1973-11-24","release_year:1973","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","42256","42257","42257"
"RVTR170075","RVAR003458","Frankie And Johnny","sam cooke","29591","RVAL996082","Sam Cooke At The Copa","RVAR003458","1964","1964-10-31","release_year:1964","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","29595","29591","29591"
"RVTR170353","RVAR000918","Trouble Man","marvin gaye","23736","RVAL372531","Marvin Gaye's Greatest Hits","RVAR000918","1964","1964-05-30","release_year:1964","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23722","23736","23736"
"RVTR170875","RVAR002177","Hold On","triumph","26530","RVAL174860","Just A Game","RVAR002177","1979","1979-05-05","release_year:1979","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","26530","26530","26530"
"RVTR170941","RVAR006502","Gimmie That Girl","joe nichols","38094","RVAL351482","Old Things New","RVAR006502","2009","2009-11-14","release_year:2009","12","yes","canonical_track_album_links|canonical_album_tracks","no","1","38094","38094","38094"
"RVTR171042","RVAR000918","Hitch Hike","marvin gaye","23732","RVAL585441","Marvin Gaye Anthology","RVAR000918","1974","1974-04-20","release_year:1974","33","yes","canonical_track_album_links|canonical_album_tracks","no","1","23723","23732","23732"
"RVTR171402","RVAR004960","Now That I Found You","terri clark","33077","RVAL836521","How I Feel","RVAR004960","1998","1998-06-06","release_year:1998","3","yes","canonical_track_album_links|canonical_album_tracks","no","1","33077","33077","33077"
"RVTR171436","RVAR004839","I'Ve Been Searchin' So Long","chicago","32674","RVAL565766","Chicago - Greatest Hits, Volume II","RVAR004839","1981","1981-12-12","release_year:1981","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","32674","32674","32674"
"RVTR171486","RVAR000666","Whoever Finds This I Love You","mac davis","23149","RVAL866541","Baby Don't Get Hooked On Me","RVAR000666","1972","1972-09-16","release_year:1972","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","23149","23149","23149"
"RVTR172027","RVAR004933","I Found Someone","cher","33009","RVAL110466","If I Could Turn Back Time -- Cher's Greatest Hits","RVAR004933","1999","1999-03-27","release_year:1999","11","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","33009","33009","33009"
"RVTR172402","RVAR001165","The Night They Drove Old Dixie Down","joan baez","24353","RVAL582848","Best Of Joan Baez","RVAR001165","1963","1963-11-23","release_year:1963","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","24354","24353","24353"
"RVTR172450","RVAR003774","What'S My Name","dmx","30280","RVAL758530","The Definition Of X: Pick Of The Litter","RVAR003774","2007","2007-06-30","release_year:2007","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","30280","30280","30280"
"RVTR172505","RVAR003827","Home Sweet Home","motley crue","30417","RVAL176660","Theatre Of Pain","RVAR003827","1985","1985-07-13","release_year:1985","16","yes","canonical_album_tracks|canonical_album_tracks","no","2","30417","30417","30417"
"RVTR172670","RVAR002938","Peaceful","helen reddy","28250","RVAL229316","I Am Woman","RVAR002938","1972","1972-12-09","release_year:1972","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","28250","28250","28250"
"RVTR172775","RVAR003458","Cupid","sam cooke","29594","RVAL776796","The Best Of Sam Cooke","RVAR003458","1965","1965-01-30","release_year:1965","8","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29596","29594","29594"
"RVTR172833","RVAR007934","A Little Bit Me A Little Bit You","The Monkees","41294","RVAL606003","The Monkees' Greatest Hits","RVAR007934","1986","1986-05-03","release_year:1986","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41281","41294","41294"
"RVTR172975","RVAR008735","Little Deuce Coupe","The Beach Boys","42889","RVAL999334","Surfer Girl","RVAR008735","1963","1963-10-12","release_year:1963","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","42861","42889","42889"
"RVTR173036","RVAR005399","Me And Bobby Mcgee","janis joplin","34203","RVAL867468","Janis Joplin's Greatest Hits","RVAR005399","1973","1973-07-14","release_year:1973","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","34202","34203","34203"
"RVTR173133","RVAR007125","Pamela","toto","39482","RVAL573838","The Seventh One","RVAR007125","1988","1988-03-19","release_year:1988","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","39482","39482","39482"
"RVTR173149","RVAR001254","Cleaning This Gun Come On In Boy","rodney atkins","24558","RVAL054224","If You're Going Through Hell","RVAR001254","2006","2006-08-05","release_year:2006","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","24558","24558","24558"
"RVTR173208","RVAR000918","Try It Baby","marvin gaye","23725","RVAL214354","How Sweet It Is To Be Loved By You","RVAR000918","1965","1965-02-27","release_year:1965","6","yes","canonical_track_album_links|canonical_album_tracks","no","1","23725","23725","23725"
"RVTR173495","RVAR002749","Summer Rain","johnny rivers","27783","RVAL426186","Realization","RVAR002749","1968","1968-06-29","release_year:1968","4","yes","canonical_album_tracks|canonical_track_album_links","no","1","27783","27783","27783"
"RVTR173572","RVAR005078","You Make Me Feel Like A Natural Woman","aretha franklin","33359","RVAL391824","Aretha In Paris","RVAR005078","1968","1968-11-23","release_year:1968","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","33359","33359","33359"
"RVTR173720","RVAR005183","I Want You","bob dylan","33675","RVAL267579","Blonde On Blonde","RVAR005183","1966","1966-07-23","release_year:1966","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","33675","33675","33675"
"RVTR174157","RVAR006833","Fa Fa Fa Fa Fa Sad Song","otis redding","38863","RVAL308326","King & Queen","RVAR006833","1967","1967-04-22","release_year:1967","22","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","38863","38863","38863"
"RVTR174542","RVAR003283","Shake Me Wake Me When It'S Over","four tops","29010","RVAL648616","Four Tops","RVAR003283","1965","1965-02-27","release_year:1965","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29007","29010","29010"
"RVTR174652","RVAR003375","Touch My Body","mariah carey","29211","RVAL094393","Greatest Hits","RVAR003375","2001","2001-12-22","release_year:2001","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","29203","29211","29211"
"RVTR176959","RVAR003650","Havana","kenny g","30025","RVAL664464","The Moment","RVAR003650","1996","1996-10-19","release_year:1996","3","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","1","30025","30025","30025"
"RVTR177036","RVAR005731","Good Times Bad Times","led zeppelin","34919","RVAL269250","Led Zeppelin","RVAR005731","1969","1969-02-15","release_year:1969","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","34911","34919","34919"
"RVTR177117","RVAR006657","Solitaire","clay aiken","38533","RVAL510348","Measure Of A Man","RVAR006657","2003","2003-11-01","release_year:2003","9","yes","canonical_album_tracks|canonical_track_album_links","no","1","38533","38533","38533"
"RVTR177214","RVAR002438","Come Get It","selena gomez","27166","RVAL106770","Stars Dance","RVAR002438","2013","2013-08-10","release_year:2013","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","27164","27166","27166"
"RVTR177300","RVAR006864","Toxic","britney spears","38964","RVAL153548","In The Zone","RVAR006864","2003","2003-12-06","release_year:2003","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","38964","38964","38964"
"RVTR177353","RVAR001855","You Said A Bad Word","joe tex","25897","RVAL518131","The Best Of Joe Tex","RVAR001855","1967","1967-09-02","release_year:1967","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","25894","25897","25897"
"RVTR177623","RVAR000692","The One","backstreet boys","23196","RVAL556297","Millennium","RVAR000692","1999","1999-06-05","release_year:1999","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","23196","23196","23196"
"RVTR178374","RVAR004102","Urgent","foreigner","30928","RVAL406591","4","RVAR004102","1981","1981-07-25","release_year:1981","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","30928","30928","30928"
"RVTR178426","RVAR008269","Can You Feel It","The Jacksons","41943","RVAL019645","Triumph","RVAR008269","1980","1980-10-18","release_year:1980","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","41943","41943","41943"
"RVTR178651","RVAR002761","People","barbra streisand","27799","RVAL935105","A Happening In Central Park","RVAR002761","1968","1968-10-12","release_year:1968","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","27799","27799","27799"
"RVTR178675","RVAR005769","Seven Year Ache","rosanne cash","35002","RVAL841518","Seven Year Ache","RVAR005769","1981","1981-03-28","release_year:1981","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","34997","35002","35002"
"RVTR181227","RVAR000031","Don'T Make Me","blake shelton","21759","RVAL640658","Pure BS","RVAR000031","2007","2007-05-19","release_year:2007","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","21759","21759","21759"
"RVTR181413","RVAR006040","Family Portrait","p!nk","35573","RVAL226052","M!ssundaztood","RVAR006040","2001","2001-12-08","release_year:2001","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","35573","35573","35571"
"RVTR181601","RVAR001978","Have I Told You Lately","rod stewart","26222","RVAL332073","Rod Stewart Greatest Hits","RVAR001978","1979","1979-11-24","release_year:1979","3","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","26239","26222","26222"
"RVTR182121","RVAR004173","Windy","wes montgomery","31130","RVAL709374","A Day In The Life","RVAR004173","1967","1967-10-07","release_year:1967","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","31130","31130","31130"
"RVTR182308","RVAR002098","Didn'T You Know How Much I Loved You","kellie pickler","26429","RVAL006573","Small Town Girl","RVAR002098","2006","2006-11-18","release_year:2006","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","26428","26429","26429"
"RVTR182525","RVAR001727","Break It To Me Gently","juice newton","25630","RVAL708865","Quiet Lies","RVAR001727","1982","1982-05-29","release_year:1982","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","25630","25630","25630"
"RVTR182588","RVAR008709","Louie Louie","The Sandpipers","42786","RVAL670548","Guantanamera","RVAR008709","1966","1966-10-29","release_year:1966","7","yes","canonical_album_tracks|canonical_track_album_links","no","0","42786","42786","42786"
"RVTR182745","RVAR003699","Set It Off","juvenile","30134","RVAL758099","Project English","RVAR003699","2001","2001-09-08","release_year:2001","13","yes","canonical_track_album_links|canonical_album_tracks","no","1","30134","30134","30137"
"RVTR182764","RVAR007700","From Tha Chuuuch To Da Palace","snoop dogg","40597","RVAL225437","Paid Tha Cost To Be Da Bo$$","RVAR007700","2002","2002-12-14","release_year:2002","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","40597","40597","40597"
"RVTR182874","RVAR005286","She Loves Me Not","papa roach","33942","RVAL916681","Lovehatetragedy","RVAR005286","2002","2002-07-06","release_year:2002","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","33942","33942","33942"
"RVTR183034","RVAR002101","Never As Good As The First Time","sade","26435","RVAL265234","Promise","RVAR002101","1985","1985-12-21","release_year:1985","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","26435","26435","26435"
"RVTR184467","RVAR008809","Question","The Moody Blues","42988","RVAL305503","A Question Of Balance","RVAR008809","1970","1970-09-12","release_year:1970","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","42988","42988","42988"
"RVTR184792","RVAR001494","Little Marie","chuck berry","25179","RVAL187264","St. Louis To Liverpool","RVAR001494","1964","1964-12-12","release_year:1964","11","yes","canonical_track_album_links|canonical_album_tracks","no","1","25177","25179","25179"
"RVTR185152","RVAR004347","Stop Draggin' My Heart Around","stevie nicks","31507","RVAL837599","Bella Donna","RVAR004347","1981","1981-08-15","release_year:1981","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","31507","31507","31507"
"RVTR185177","RVAR004220","Reeling In The Years","steely dan","31218","RVAL749569","Greatest Hits","RVAR004220","1978","1978-11-18","release_year:1978","2","yes","canonical_album_tracks|canonical_track_album_links","no","1","31210","31218","31218"
"RVTR185267","RVAR006371","Love My Way","psychedelic furs","37772","RVAL721673","Forever Now","RVAR006371","1982","1982-11-13","release_year:1982","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","37771","37772","37772"
"RVTR186214","RVAR000098","Stand","rascal flatts","21896","RVAL303738","Me And My Gang","RVAR000098","2006","2006-04-22","release_year:2006","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","21896","21896","21896"
"RVTR186653","RVAR008545","American Music","The Pointer Sisters","42503","RVAL029530","The Best Of The Pointer Sisters","RVAR008545","1976","1976-12-04","release_year:1976","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","42499","42503","42503"
"RVTR186674","RVAR006429","Over And Over","nelly","37829","RVAL241196","Suit","RVAR006429","2004","2004-10-02","release_year:2004","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","37829","37829","37829"
"RVTR186895","RVAR000855","Autumn Of My Life","bobby goldsboro","23506","RVAL297697","Bobby Goldsboro's Greatest Hits","RVAR000855","1970","1970-07-04","release_year:1970","9","yes","canonical_album_tracks|canonical_track_album_links","no","1","23511","23506","23506"
"RVTR186937","RVAR005690","Country Side Of Life","wet willie","34827","RVAL885550","Keep On Smilin'","RVAR005690","1974","1974-06-01","release_year:1974","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","34827","34827","34827"
"RVTR187020","RVAR003577","Amos Moses","jerry reed","29863","RVAL253290","Georgia Sunshine","RVAR003577","1971","1971-03-06","release_year:1971","10","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","29863","29863","29863"
"RVTR187075","RVAR001114","Shake Me Down","cage the elephant","24228","RVAL077003","Thank You Happy Birthday","RVAR001114","2011","2011-01-29","release_year:2011","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","24228","24228","24228"
"RVTR187178","RVAR006962","I Could Never Be President","johnnie taylor","39181","RVAL138114","The Johnnie Taylor Philosophy Continues","RVAR006962","1969","1969-07-05","release_year:1969","6","yes","canonical_album_tracks|canonical_track_album_links","no","1","39181","39181","39181"
"RVTR187731","RVAR005676","The Last Word In Lonesome Is Me","eddy arnold","34785","RVAL631110","The Last Word In Lonesome","RVAR005676","1966","1966-07-30","release_year:1966","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","34785","34785","34785"
"RVTR187796","RVAR001504","Take You Out","luther vandross","25210","RVAL089452","Luther Vandross","RVAR001504","2001","2001-07-07","release_year:2001","1","yes","canonical_album_tracks|canonical_track_album_links","no","1","25210","25210","25210"
"RVTR188048","RVAR003837","Speak","godsmack","30447","RVAL128242","IV","RVAR003837","2006","2006-05-13","release_year:2006","2","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","0","30446","30447","30446"
"RVTR188230","RVAR003176","Step In The Name Of Love","r. kelly","28774","RVAL433858","Chocolate Factory","RVAR003176","2003","2003-03-08","release_year:2003","9","yes","canonical_track_album_links|canonical_album_tracks","no","1","28774","28774","28774"
"RVTR188591","RVAR001066","Loca","shakira","24150","RVAL662312","Live & Off The Record","RVAR001066","2004","2004-04-17","release_year:2004","1","yes","canonical_album_tracks|canonical_track_album_links","no","0","24153","24150","24150"
"RVTR188658","RVAR005759","Fishnet","morris day","34967","RVAL493482","Daydreaming","RVAR005759","1988","1988-03-12","release_year:1988","9","yes","canonical_track_album_links|canonical_album_tracks","no","1","34967","34967","34967"
"RVTR188786","RVAR003593","Cherish","david cassidy","29902","RVAL118335","Cherish","RVAR003593","1972","1972-02-12","release_year:1972","10","yes","canonical_album_tracks|canonical_album_tracks","no","0","29902","29902","29902"
