rvtr,rvar,track_title,track_artist,album_id,rval,album_title,album_artist,release_year,first_billboard_200_date,chronology_value,track_position,artwork_available,relationship_sources,cross_artist,duplicate_rows_removed,current_primary_heuristic,historical_album,artwork_album
"RVTR741835","","Mister Lonely","The Videls","","","","","","","","","","","","","","",""
"RVTR479284","","The Cat Walk","The Village Soul Choir","","","","","","","","","","","","","","",""
"RVTR651193","","Do Your Thing","The Watts 103rd Street Rhythm Band","","","","","","","","","","","","","","",""
"RVTR166308","","Spreadin' Honey","The Watts 103rd Street Rhythm Band","","","","","","","","","","","","","","",""
"RVTR875560","","It'S Raining Men","The Weather Girls","","","","","","","","","","","","","","",""
"RVTR066347","","Alone Again","The Weeknd","","","","","","","","","","","","","","",""
"RVTR706033","","Baptized In Fear","The Weeknd","","","","","","","","","","","","","","",""
"RVTR602208","","Best Friends","The Weeknd","","","","","","","","","","","","","","",""
"RVTR444174","","Blinding Lights","The Weeknd","","","","","","","","","","","","","","",""
"RVTR319232","","Can'T Feel My Face","The Weeknd","","","","","","","","","","","","","","",""
"RVTR758071","","Cry For Me","The Weeknd","","","","","","","","","","","","","","",""
"RVTR758250","","Dancing In The Flames","The Weeknd","","","","","","","","","","","","","","",""
"RVTR919022","","Dawn Fm","The Weeknd","","","","","","","","","","","","","","",""
"RVTR608618","","Don'T Break My Heart","The Weeknd","","","","","","","","","","","","","","",""
"RVTR133739","","Double Fantasy","The Weeknd","","","","","","","","","","","","","","",""
"RVTR232222","","Enjoy The Show","The Weeknd","","","","","","","","","","","","","","",""
"RVTR594620","","Escape From La","The Weeknd","","","","","","","","","","","","","","",""
"RVTR201648","","Every Angel Is Terrifying","The Weeknd","","","","","","","","","","","","","","",""
"RVTR376493","","Faith","The Weeknd","","","","","","","","","","","","","","",""
"RVTR764892","","Gasoline","The Weeknd","","","","","","","","","","","","","","",""
"RVTR349751","","Given Up On Me","The Weeknd","","","","","","","","","","","","","","",""
"RVTR571694","","Hardest To Love","The Weeknd","","","","","","","","","","","","","","",""
"RVTR445178","","Heartless","The Weeknd","","","","","","","","","","","","","","",""
"RVTR108866","","Here We Go Again","The Weeknd","","","","","","","","","","","","","","",""
"RVTR666643","","How Do I Make You Love Me","The Weeknd","","","","","","","","","","","","","","",""
"RVTR096628","","I Can'T Wait To Get There","The Weeknd","","","","","","","","","","","","","","",""
"RVTR633893","","I Heard You'Re Married","The Weeknd","","","","","","","","","","","","","","",""
"RVTR800061","","In Your Eyes","The Weeknd","","","","","","","","","","","","","","",""
"RVTR111396","","Is There Someone Else","The Weeknd","","","","","","","","","","","","","","",""
"RVTR696852","","Less Than Zero","The Weeknd","","","","","","","","","","","","","","",""
"RVTR269025","","Niagara Falls","The Weeknd","","","","","","","","","","","","","","",""
"RVTR033707","","Open Hearts","The Weeknd","","","","","","","","","","","","","","",""
"RVTR062849","","Opening Night","The Weeknd","","","","","","","","","","","","","","",""
"RVTR356378","","Out Of Time","The Weeknd","","","","","","","","","","","","","","",""
"RVTR296112","","Pray For Me","The Weeknd","","","","","","","","","","","","","","",""
"RVTR148161","","Sacrifice","The Weeknd","","","","","","","","","","","","","","",""
"RVTR551540","","Sao Paulo","The Weeknd","","","","","","","","","","","","","","",""
"RVTR776722","","Save Your Tears","The Weeknd","","","","","","","","","","","","","","",""
"RVTR592410","","Scared To Live","The Weeknd","","","","","","","","","","","","","","",""
"RVTR479962","","Snowchild","The Weeknd","","","","","","","","","","","","","","",""
"RVTR210789","","Starry Eyes","The Weeknd","","","","","","","","","","","","","","",""
"RVTR506319","","Take Me Back To La","The Weeknd","","","","","","","","","","","","","","",""
"RVTR034895","","Take My Breath","The Weeknd","","","","","","","","","","","","","","",""
"RVTR838458","","The Abyss","The Weeknd","","","","","","","","","","","","","","",""
"RVTR688596","","Timeless","The Weeknd","","","","","","","","","","","","","","",""
"RVTR762702","","Too Late","The Weeknd","","","","","","","","","","","","","","",""
"RVTR174158","","Don'T Let Go The Coat","The Who","","","","","","","","","","","","","","",""
"RVTR817560","","Love Reign O'Er Me","The Who","","","","","","","","","","","","","","",""
"RVTR968346","","The Relay","The Who","","","","","","","","","","","","","","",""
"RVTR374622","","Gazachstahagen","The Wild-cats","","","","","","","","","","","","","","",""
"RVTR103159","","Killer Joe","The Rocky Fellers","","","","","","","","","","","","","","",""
"RVTR346082","","Like The Big Guys Do","The Rocky Fellers","","","","","","","","","","","","","","",""
"RVTR400735","","The Continental Walk","The Rollers","","","","","","","","","","","","","","",""
"RVTR163651","","Ain'T Too Proud To Beg","The Rolling Stones","","","","","","","","","","","","","","",""
"RVTR292213","","Going To A Go Go","The Rolling Stones","","","","","","","","","","","","","","",""
"RVTR013143","","Highwire","The Rolling Stones","","","","","","","","","","","","","","",""
"RVTR014259","","Hot Stuff Fool To Cry","The Rolling Stones","","","","","","","","","","","","","","",""
"RVTR180944","","I Don'T Know Why","The Rolling Stones","","","","","","","","","","","","","","",""
"RVTR790353","","It'S Only Rock 'N Roll But I Like It","The Rolling Stones","","","","","","","","","","","","","","",""
"RVTR140944","","Precious Memories","The Romeos","","","","","","","","","","","","","","",""
"RVTR813756","","If You Really Want Me To I'Ll Go","The Ron-dels","","","","","","","","","","","","","","",""
"RVTR712787","","Back Beat No 1","The Rondels","","","","","","","","","","","","","","",""
"RVTR979977","","Born To Be Together","The Ronettes","","","","","","","","","","","","","","",""
"RVTR188785","","I Can Hear Music","The Ronettes","","","","","","","","","","","","","","",""
"RVTR584425","","Is This What I Get For Loving You","The Ronettes","","","","","","","","","","","","","","",""
"RVTR463879","","Sleigh Ride","The Ronettes","","","","","","","","","","","","","","",""
"RVTR365325","","Mama Don'T Allow","The Rooftop Singers","","","","","","","","","","","","","","",""
"RVTR748127","","Tom Cat","The Rooftop Singers","","","","","","","","","","","","","","",""
"RVTR187536","","Walk Right In","The Rooftop Singers","","","","","","","","","","","","","","",""
"RVTR670761","","Glory Of Love","The Roommates","","","","","","","","","","","","","","",""
"RVTR108596","","Let'S Go Pony","The Routers","","","","","","","","","","","","","","",""
"RVTR849833","","Sting Ray","The Routers","","","","","","","","","","","","","","",""
"RVTR222682","","Wasn'T That A Party","The Rovers","","","","","","","","","","","","","","",""
"RVTR953921","","If I Only Could","The Rowans","","","","","","","","","","","","","","",""
"RVTR564063","","Airplane Song My Airplane","The Royal Guardsmen","","","","","","","","","","","","","","",""
"RVTR102907","","Wednesday","The Royal Guardsmen","","","","","","","","","","","","","","",""
"RVTR184318","","I Want To Meet Him","The Royalettes","","","","","","","","","","","","","","",""
"RVTR095290","","It'S Gonna Take A Miracle","The Royalettes","","","","","","","","","","","","","","",""
"RVTR648744","","Flamingo Express","The Royaltones","","","","","","","","","","","","","","",""
"RVTR093124","","Poor Boy","The Royaltones","","","","","","","","","","","","","","",""
"RVTR512944","","Sugar Baby Love","The Rubettes","","","","","","","","","","","","","","",""
"RVTR670704","","I Think We'Re Alone Now","The Rubinoos","","","","","","","","","","","","","","",""
"RVTR525344","","Written All Over Your Face","The Rude Boys","","","","","","","","","","","","","","",""
"RVTR460605","","You I","The Rugbys","","","","","","","","","","","","","","",""
"RVTR744015","","Boss","The Rumblers","","","","","","","","","","","","","","",""
"RVTR042220","","Take Your Time Do It Right Part 1","The S.o.s. Band","","","","","","","","","","","","","","",""
"RVTR590892","","It'S Gonna Be A Lovely Day","The S.o.u.l. S.y.s.t.e.m","","","","","","","","","","","","","","",""
"RVTR966643","","Nice 'N' Naasty","The Salsoul Orchestra","","","","","","","","","","","","","","",""
"RVTR182850","","I'M Satisfied","The San Remo Golden Strings","","","","","","","","","","","","","","",""
"RVTR433548","","Forget It","The Sandpebbles","","","","","","","","","","","","","","",""
"RVTR560345","","Love Power","The Sandpebbles","","","","","","","","","","","","","","",""
"RVTR057454","","Never My Love","The Sandpebbles","","","","","","","","","","","","","","",""
"RVTR326181","","Smoke From A Distant Fire","The Sanford/townsend Band","","","","","","","","","","","","","","",""
"RVTR061160","","Gotta Have Your Love","The Sapphires","","","","","","","","","","","","","","",""
"RVTR364654","","Who Do You Love","The Sapphires","","","","","","","","","","","","","","",""
"RVTR935831","","One Light Two Lights","The Satisfactions","","","","","","","","","","","","","","",""
"RVTR081656","","This Bitter Earth","The Satisfactions","","","","","","","","","","","","","","",""
"RVTR715386","","Let Me In","The Sensations","","","","","","","","","","","","","","",""
"RVTR973695","","Music Music Music","The Sensations","","","","","","","","","","","","","","",""
"RVTR718049","","Charlena","The Sevilles","","","","","","","","","","","","","","",""
"RVTR477880","","A Stranger In Your Town","The Shacklefords","","","","","","","","","","","","","","",""
"RVTR575961","","Lonely Summer","The Shades Of Blue","","","","","","","","","","","","","","",""
"RVTR398620","","Bad Little Woman","The Shadows Of Knight","","","","","","","","","","","","","","",""
"RVTR501766","","I'M Gonna Make You Mine","The Shadows Of Knight","","","","","","","","","","","","","","",""
"RVTR120045","","Give Us Your Blessings","The Shangri-las","","","","","","","","","","","","","","",""
"RVTR519832","","I Can Never Go Home Anymore","The Shangri-las","","","","","","","","","","","","","","",""
"RVTR598459","","Long Live Our Love","The Shangri-las","","","","","","","","","","","","","","",""
"RVTR423765","","Past Present And Future","The Shangri-las","","","","","","","","","","","","","","",""
"RVTR036538","","Remember Walkin' In The Sand","The Shangri-las","","","","","","","","","","","","","","",""
"RVTR617420","","Right Now And Not Later","The Shangri-las","","","","","","","","","","","","","","",""
"RVTR719927","","Hide Seek","The Sheep","","","","","","","","","","","","","","",""
"RVTR609372","","Baby Oh Baby","The Shells","","","","","","","","","","","","","","",""
"RVTR562913","","Don'T Mention My Name","The Shepherd Sisters","","","","","","","","","","","","","","",""
"RVTR903976","","Pop Pop Pop Pie","The Sherrys","","","","","","","","","","","","","","",""
"RVTR366342","","Slop Time","The Sherrys","","","","","","","","","","","","","","",""
"RVTR483359","","You Cheated","The Shields","","","","","","","","","","","","","","",""
"RVTR279378","","Someone Loves You Joe","The Singing Belles","","","","","","","","","","","","","","",""
"RVTR779789","","Dominique","The Singing Nun","","","","","","","","","","","","","","",""
"RVTR581150","","Jamaica Ska","The Ska Kings","","","","","","","","","","","","","","",""
"RVTR418278","","It Happened Today","The Skyliners","","","","","","","","","","","","","","",""
"RVTR792673","","Pennies From Heaven","The Skyliners","","","","","","","","","","","","","","",""
"RVTR288236","","Since I Don'T Have You","The Skyliners","","","","","","","","","","","","","","",""
"RVTR508589","","The Loser","The Skyliners","","","","","","","","","","","","","","",""
"RVTR010499","","This I Swear","The Skyliners","","","","","","","","","","","","","","",""
"RVTR595677","","You Cheated","The Slades","","","","","","","","","","","","","","",""
"RVTR841828","","Thirty Three","The Smashing Pumpkins","","","","","","","","","","","","","","",""
"RVTR881156","","No Not Much","The Smoke Ring","","","","","","","","","","","","","","",""
"RVTR849041","","Hello Hello","The Sopwith ""camel""","","","","","","","","","","","","","","",""
"RVTR908317","","Postcard From Jamaica","The Sopwith ""camel""","","","","","","","","","","","","","","",""
"RVTR569717","","I'Ll Be The Other Woman","The Soul Children","","","","","","","","","","","","","","",""
"RVTR758133","","The Sweeter He Is Part I","The Soul Children","","","","","","","","","","","","","","",""
"RVTR357909","","Soul Meeting","The Soul Clan","","","","","","","","","","","","","","",""
"RVTR300654","","Good Time Tonight","The Soul Sisters","","","","","","","","","","","","","","",""
"RVTR344238","","Love Don'T Love Nobody Pt I","The Spinners","","","","","","","","","","","","","","",""
"RVTR395890","","Mighty Love Pt 1","The Spinners","","","","","","","","","","","","","","",""
"RVTR116343","","That'S What Girls Are Made For","The Spinners","","","","","","","","","","","","","","",""
"RVTR425995","","Together We Can Make Such Sweet Music","The Spinners","","","","","","","","","","","","","","",""
"RVTR108643","","We'Ll Have It Made","The Spinners","","","","","","","","","","","","","","",""
"RVTR054513","","Working My Way Back To You Forgive Me Girl","The Spinners","","","","","","","","","","","","","","",""
"RVTR571928","","Yesterday Once More Nothing Remains The Same","The Spinners","","","","","","","","","","","","","","",""
"RVTR411929","","The Dawn Of Correction","The Spokesmen","","","","","","","","","","","","","","",""
"RVTR529190","","Who Listens To The Radio","The Sports","","","","","","","","","","","","","","",""
"RVTR678671","","Dear Hearts And Gentle People","The Springfields","","","","","","","","","","","","","","",""
"RVTR248346","","Silver Threads And Golden Needles","The Springfields","","","","","","","","","","","","","","",""
"RVTR954022","","Didn'T It Look So Easy","The Stairsteps","","","","","","","","","","","","","","",""
"RVTR924391","","Can'T Help But Love You","The Standells","","","","","","","","","","","","","","",""
"RVTR740192","","Sometimes Good Guys Don'T Wear White","The Standells","","","","","","","","","","","","","","",""
"RVTR827935","","Why Pick On Me","The Standells","","","","","","","","","","","","","","",""
"RVTR335301","","For What It'S Worth","The Staple Singers","","","","","","","","","","","","","","",""
"RVTR680697","","Heavy Makes You Happy Sha Na Boom Boom","The Staple Singers","","","","","","","","","","","","","","",""
"RVTR178473","","I'Ll Take You There","The Staple Singers","","","","","","","","","","","","","","",""
"RVTR406091","","Let'S Do It Again","The Staple Singers","","","","","","","","","","","","","","",""
"RVTR998842","","Oh La De Da","The Staple Singers","","","","","","","","","","","","","","",""
"RVTR595035","","Respect Yourself","The Staple Singers","","","","","","","","","","","","","","",""
"RVTR396646","","The Caterpillar Crawl","The Strangers","","","","","","","","","","","","","","",""
"RVTR137495","","Brass Buttons","The String-a-longs","","","","","","","","","","","","","","",""
"RVTR630310","","Should I","The String-a-longs","","","","","","","","","","","","","","",""
"RVTR366201","","Wheels","The String-a-longs","","","","","","","","","","","","","","",""
"RVTR788822","","Come On Over","The Strollers","","","","","","","","","","","","","","",""
"RVTR095194","","Stop Look Listen To Your Heart","The Stylistics","","","","","","","","","","","","","","",""
"RVTR759343","","You'Ll Never Get To Heaven If You Break My Heart","The Stylistics","","","","","","","","","","","","","","",""
"RVTR813664","","Peanuts La Cacahuata","The Sunglows","","","","","","","","","","","","","","",""
"RVTR232531","","Andrea","The Sunrays","","","","","","","","","","","","","","",""
"RVTR320155","","I Live For The Sun","The Sunrays","","","","","","","","","","","","","","",""
"RVTR611160","","Still","The Sunrays","","","","","","","","","","","","","","",""
"RVTR047883","","Shotgun Shuffle","The Sunshine Band","","","","","","","","","","","","","","",""
"RVTR649067","","Back On The Street Again","The Sunshine Company","","","","","","","","","","","","","","",""
"RVTR278013","","Point Panic","The Surfaris","","","","","","","","","","","","","","",""
"RVTR906336","","Itchy Twitchy Feeling","The Swallows","","","","","","","","","","","","","","",""
"RVTR608813","","The Boy With The Beatle Hair","The Swans","","","","","","","","","","","","","","",""
"RVTR570590","","Blockbuster","The Sweet","","","","","","","","","","","","","","",""
"RVTR662055","","Co Co","The Sweet","","","","","","","","","","","","","","",""
"RVTR404026","","Little Willy","The Sweet","","","","","","","","","","","","","","",""
"RVTR354440","","To Love Somebody","The Sweet Inspirations","","","","","","","","","","","","","","",""
"RVTR138363","","Unchained Melody","The Sweet Inspirations","","","","","","","","","","","","","","",""
"RVTR797511","","Why Am I Treated So Bad","The Sweet Inspirations","","","","","","","","","","","","","","",""
"RVTR943345","","Falling Slowly","The Swell Season","","","","","","","","","","","","","","",""
"RVTR566711","","She Drives Me Out Of My Mind","The Swingin' Medallions","","","","","","","","","","","","","","",""
"RVTR250217","","You'Re No Good","The Swinging Blue Jeans","","","","","","","","","","","","","","",""
"RVTR224946","","Danny'S Song","The Swon Brothers","","","","","","","","","","","","","","",""
"RVTR883965","","I Can'T Tell You Why","The Swon Brothers","","","","","","","","","","","","","","",""
"RVTR716713","","Turn The Page","The Swon Brothers","","","","","","","","","","","","","","",""
"RVTR236009","","Fool'S Paradise","The Sylvers","","","","","","","","","","","","","","",""
"RVTR178531","","Wish That I Could Talk To You","The Sylvers","","","","","","","","","","","","","","",""
"RVTR278788","","Coming To America","The System","","","","","","","","","","","","","","",""
"RVTR935979","","Don'T Disturb This Groove","The System","","","","","","","","","","","","","","",""
"RVTR531718","","No Matter What Shape Your Stomach'S In","The T-bones","","","","","","","","","","","","","","",""
"RVTR975614","","Sippin' 'N Chippin'","The T-bones","","","","","","","","","","","","","","",""
"RVTR569659","","Getting The Corners","The T.s.u. Toronadoes","","","","","","","","","","","","","","",""
"RVTR787465","","I'Ll Be In Trouble","The Temptations","","","","","","","","","","","","","","",""
"RVTR644836","","Loneliness Made Me Realize It'S You That I Need","The Temptations","","","","","","","","","","","","","","",""
"RVTR565451","","Papa Was A Rollin' Stone","The Temptations","","","","","","","","","","","","","","",""
"RVTR262539","","Run Away Child Running Wild","The Temptations","","","","","","","","","","","","","","",""
"RVTR088408","","Standing On The Top Part 1","The Temptations","","","","","","","","","","","","","","",""
"RVTR957870","","The Plastic Man","The Temptations","","","","","","","","","","","","","","",""
"RVTR369072","","Every Day And Every Night","The Trolls","","","","","","","","","","","","","","",""
"RVTR247517","","A String Of Trumpets","The Trumpeteers","","","","","","","","","","","","","","",""
"RVTR268393","","It'S Up To You","The Tuesdays","","","","","","","","","","","","","","",""
"RVTR049814","","The Green Mosquito","The Tune Rockers","","","","","","","","","","","","","","",""
"RVTR654169","","Can I Get To Know You Better","The Turtles","","","","","","","","","","","","","","",""
"RVTR989184","","Grim Reaper Of Love","The Turtles","","","","","","","","","","","","","","",""
"RVTR150502","","Lady O","The Turtles","","","","","","","","","","","","","","",""
"RVTR699793","","She'S My Girl","The Turtles","","","","","","","","","","","","","","",""
"RVTR784504","","You Baby","The Turtles","","","","","","","","","","","","","","",""
"RVTR948466","","You Don'T Have To Walk In The Rain","The Turtles","","","","","","","","","","","","","","",""
"RVTR619845","","Here She Comes","The Tymes","","","","","","","","","","","","","","",""
"RVTR885976","","It'S Cool","The Tymes","","","","","","","","","","","","","","",""
"RVTR800100","","Ms Grace","The Tymes","","","","","","","","","","","","","","",""
"RVTR565116","","People","The Tymes","","","","","","","","","","","","","","",""
"RVTR171534","","The Magic Of Our Summer Love","The Tymes","","","","","","","","","","","","","","",""
"RVTR425804","","To Each His Own","The Tymes","","","","","","","","","","","","","","",""
"RVTR668071","","You Little Trustmaker","The Tymes","","","","","","","","","","","","","","",""
"RVTR487413","","Court Of Love","The Unifics","","","","","","","","","","","","","","",""
"RVTR061035","","It'S A Groovy World","The Unifics","","","","","","","","","","","","","","",""
"RVTR722625","","The Beginning Of My End","The Unifics","","","","","","","","","","","","","","",""
"RVTR015523","","Woman Woman","The Union Gap","","","","","","","","","","","","","","",""
"RVTR042453","","Young Girl","The Union Gap","","","","","","","","","","","","","","",""
"RVTR442962","","All These Things","The Uniques","","","","","","","","","","","","","","",""
"RVTR590932","","Not Too Long Ago","The Uniques","","","","","","","","","","","","","","",""
"RVTR720429","","Melody For An Unknown Girl","The Unknowns","","","","","","","","","","","","","","",""
"RVTR379971","","Just Like In The Movies","The Upbeats","","","","","","","","","","","","","","",""
"RVTR969975","","Under Pressure","The Used And My Chemical Romance","","","","","","","","","","","","","","",""
"RVTR880146","","You'Re My Baby And Don'T You Forget It","The Vacels","","","","","","","","","","","","","","",""
"RVTR393644","","I'Ll Make It Alright","The Valentinos","","","","","","","","","","","","","","",""
"RVTR016375","","It'S All Over Now","The Valentinos","","","","","","","","","","","","","","",""
"RVTR716999","","Lookin' For A Love","The Valentinos","","","","","","","","","","","","","","",""
"RVTR061093","","No Man Is An Island","The Van Dykes","","","","","","","","","","","","","","",""
"RVTR893232","","The Bells Are Ringing","The Van Dykes","","","","","","","","","","","","","","",""
"RVTR127207","","Turning Japanese","The Vapors","","","","","","","","","","","","","","",""
"RVTR976118","","I Still Love You","The Vejtables","","","","","","","","","","","","","","",""
"RVTR018949","","Roll Over Beethoven","The Velaires","","","","","","","","","","","","","","",""
"RVTR939465","","Look My Way","The Vels","","","","","","","","","","","","","","",""
"RVTR932601","","He Was Really Sayin' Somethin'","The Velvelettes","","","","","","","","","","","","","","",""
"RVTR452366","","Needle In A Haystack","The Velvelettes","","","","","","","","","","","","","","",""
"RVTR188474","","Guitar Boogie Shuffle","The Virtues","","","","","","","","","","","","","","",""
"RVTR709198","","Guitar Boogie Shuffle Twist","The Virtues","","","","","","","","","","","","","","",""
"RVTR940727","","Harlem Nocturne","The Viscounts","","","","","","","","","","","","","","",""
"RVTR636747","","Night Train","The Viscounts","","","","","","","","","","","","","","",""
"RVTR670580","","Wabash Blues","The Viscounts","","","","","","","","","","","","","","",""
"RVTR321621","","That'S The Tune","The Vogues","","","","","","","","","","","","","","",""
"RVTR631982","","You'Re The One","The Vogues","","","","","","","","","","","","","","",""
"RVTR009088","","I Love You","The Volume's","","","","","","","","","","","","","","",""
"RVTR750929","","Day Tripper","The Vontastics","","","","","","","","","","","","","","",""
"RVTR697875","","Day And Night","The Wackers","","","","","","","","","","","","","","",""
"RVTR042263","","Hawaii Honeymoon","The Waikikis","","","","","","","","","","","","","","",""
"RVTR374698","","Hawaii Tattoo","The Waikikis","","","","","","","","","","","","","","",""
"RVTR259358","","Mau Mau","The Wailers","","","","","","","","","","","","","","",""
"RVTR071884","","Make It Easy On Yourself","The Walker Bros","","","","","","","","","","","","","","",""
"RVTR892362","","My Ship Is Comin' In","The Walker Bros","","","","","","","","","","","","","","",""
"RVTR351711","","The Sun Ain'T Gonna Shine Anymore","The Walker Bros","","","","","","","","","","","","","","",""
"RVTR785817","","Flight '76","The Walter Murphy Band","","","","","","","","","","","","","","",""
"RVTR455010","","I Love You So","The Walters","","","","","","","","","","","","","","",""
"RVTR748943","","For Your Love","The Wanderers","","","","","","","","","","","","","","",""
"RVTR726698","","There Is No Greater Love","The Wanderers","","","","","","","","","","","","","","",""
"RVTR568929","","Until I Bleed Out","The Weeknd","","","","","","","","","","","","","","",""
"RVTR600873","","Wake Me Up","The Weeknd","","","","","","","","","","","","","","",""
"RVTR712524","","Where You Belong","The Weeknd","","","","","","","","","","","","","","",""
"RVTR482322","","One Of The Girls","The Weeknd, Jennie","","","","","","","","","","","","","","",""
"RVTR621493","","Popular","The Weeknd, Playboi Carti","","","","","","","","","","","","","","",""
"RVTR655089","","Reflections Laughing","The Weeknd, Travis Scott","","","","","","","","","","","","","","",""
"RVTR251285","","We'Re All In The Same Gang","The West Coast Rap All-stars","","","","","","","","","","","","","","",""
"RVTR593088","","Message From A Black Man","The Whatnauts","","","","","","","","","","","","","","",""
"RVTR847368","","One For The Money Part 1","The Whispers","","","","","","","","","","","","","","",""
"RVTR327201","","Seems Like I Gotta Do Wrong","The Whispers","","","","","","","","","","","","","","",""
"RVTR111626","","Somebody Loves You","The Whispers","","","","","","","","","","","","","","",""
"RVTR545586","","Come Join The Murder","The White Buffalo","","","","","","","","","","","","","","",""
"RVTR894521","","Wombling Summer Party","The Wombles","","","","","","","","","","","","","","",""
"RVTR556826","","Whole Lotta Love","The Wonder Band","","","","","","","","","","","","","","",""
"RVTR902199","","Don'T Think Twice","The Wonder Who?","","","","","","","","","","","","","","",""
"RVTR243882","","Lonesome Road","The Wonder Who?","","","","","","","","","","","","","","",""
"RVTR234384","","On The Good Ship Lollipop","The Wonder Who?","","","","","","","","","","","","","","",""
"RVTR754063","","You'Re Nobody Till Somebody Loves You","The Wonder Who?","","","","","","","","","","","","","","",""
"RVTR004261","","That Thing You Do From That Thing You Do","The Wonders","","","","","","","","","","","","","","",""
"RVTR531659","","Who Do You Love","The Woolies","","","","","","","","","","","","","","",""
"RVTR066611","","No Good To Cry","The Wildweeds","","","","","","","","","","","","","","",""
"RVTR719010","","It'S Not Easy","The Will-o-bees","","","","","","","","","","","","","","",""
"RVTR513630","","Can'T Cry Hard Enough","The Williams Brothers","","","","","","","","","","","","","","",""
"RVTR885303","","Baby Face","The Wing And A Prayer Fife","","","","","","","","","","","","","","",""
"RVTR253631","","You Better Run","The Young Rascals","","","","","","","","","","","","","","",""
"RVTR873068","","I Want You Back Again","The Zombies","","","","","","","","","","","","","","",""
"RVTR606426","","She'S Coming Home","The Zombies","","","","","","","","","","","","","","",""
"RVTR334075","","She'S Not There","The Zombies","","","","","","","","","","","","","","",""
"RVTR194504","","Time Of The Season","The Zombies","","","","","","","","","","","","","","",""
"RVTR113981","","All I See","a+","","","","","","","","","","","","","","",""
"RVTR673919","","Enjoy Yourself","a+","","","","","","","","","","","","","","",""
"RVTR147094","","Out The Speakers","a-trak + milo","","","","","","","","","","","","","","",""
"RVTR093977","","Camel Back","a.b. skhy","","","","","","","","","","","","","","",""
"RVTR525846","","Tequila","a.l.t. and the lost civilization","","","","","","","","","","","","","","",""
"RVTR891771","","Age Ain'T Nothing But A Number","aaliyah","","","","","","","","","","","","","","",""
"RVTR187719","","Come Over","aaliyah","","","","","","","","","","","","","","",""
"RVTR068955","","I Don'T Wanna","aaliyah","","","","","","","","","","","","","","",""
"RVTR431343","","The One I Gave My Heart To","aaliyah","","","","","","","","","","","","","","",""
"RVTR053284","","Aaron'S Party Come Get It","aaron carter","","","","","","","","","","","","","","",""
"RVTR195203","","That'S How I Beat Shaq","aaron carter","","","","","","","","","","","","","","",""
"RVTR267722","","Don'T Be Afraid","aaron hall","","","","","","","","","","","","","","",""
"RVTR782027","","I Miss You","aaron hall","","","","","","","","","","","","","","",""
"RVTR267855","","Am I The Only One","aaron lewis","","","","","","","","","","","","","","",""
"RVTR212064","","Country Boy","aaron lewis","","","","","","","","","","","","","","",""
"RVTR213348","","Outside","aaron lewis of staind","","","","","","","","","","","","","","",""
"RVTR170741","","Outside","aaron lewis of staind with fred durst","","","","","","","","","","","","","","",""
"RVTR877726","","Can'T Stop My Heart From Loving You The Rain Song","aaron neville","","","","","","","","","","","","","","",""
"RVTR012904","","She Took You For A Ride","aaron neville","","","","","","","","","","","","","","",""
"RVTR101763","","Tell It Like It Is","aaron neville","","","","","","","","","","","","","","",""
"RVTR146793","","For You I Will","aaron tippin","","","","","","","","","","","","","","",""
"RVTR968168","","I'M Leaving","aaron tippin","","","","","","","","","","","","","","",""
"RVTR056096","","Get Up Move Boy Move","ab logic","","","","","","","","","","","","","","",""
"RVTR082246","","The Hitman","ab logic","","","","","","","","","","","","","","",""
"RVTR287493","","Life And Death In G A","abaco dream","","","","","","","","","","","","","","",""
"RVTR598248","","Blues Stay Away From Me","ace cannon","","","","","","","","","","","","","","",""
"RVTR579637","","Cottonfields","ace cannon","","","","","","","","","","","","","","",""
"RVTR725413","","Searchin'","ace cannon","","","","","","","","","","","","","","",""
"RVTR162507","","Sugar Blues","ace cannon","","","","","","","","","","","","","","",""
"RVTR389944","","Tuff","ace cannon","","","","","","","","","","","","","","",""
"RVTR087888","","Ride","ace hood","","","","","","","","","","","","","","",""
"RVTR297383","","Beautiful Life","ace of base","","","","","","","","","","","","","","",""
"RVTR522359","","Don'T Turn Around","ace of base","","","","","","","","","","","","","","",""
"RVTR256465","","Lucky Love","ace of base","","","","","","","","","","","","","","",""
"RVTR212581","","Whenever You'Re Near Me","ace of base","","","","","","","","","","","","","","",""
"RVTR762117","","Don'T Send Nobody Else","ace spectrum","","","","","","","","","","","","","","",""
"RVTR604495","","Do It To It","acraze","","","","","","","","","","","","","","",""
"RVTR903100","","Theme From Mission Impossible From Mission Impossible","adam clayton","","","","","","","","","","","","","","",""
"RVTR365098","","It'S Alright","adam faith","","","","","","","","","","","","","","",""
"RVTR358542","","Talk About Love","adam faith","","","","","","","","","","","","","","",""
"RVTR593665","","A Change Is Gonna Come","adam lambert","","","","","","","","","","","","","","",""
"RVTR334667","","No Boundaries","adam lambert","","","","","","","","","","","","","","",""
"RVTR449451","","Man In The Mirror","adam levine","","","","","","","","","","","","","","",""
"RVTR484906","","Yesterday","adam levine","","","","","","","","","","","","","","",""
"RVTR857008","","As If I Didn'T Know","adam wade","","","","","","","","","","","","","","",""
"RVTR511455","","Crying In The Chapel","adam wade","","","","","","","","","","","","","","",""
"RVTR555368","","Gloria'S Theme","adam wade","","","","","","","","","","","","","","",""
"RVTR939344","","I Can'T Help It","adam wade","","","","","","","","","","","","","","",""
