VirtualDJ file path,Artist,Title,proposed RVTR,candidate count,disposition,exact evidence,safe-to-auto-assign
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Beastie Boys - Body Movin'.mp4,Beastie Boys,Body Movin',RVTR010867,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR010867); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/U2 - Saints Are Coming, The.mp4",U2,"Saints Are Coming, The",RVTR960231,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR960231); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Ph.D - I Won't Let You Down.mp4,Ph.D,I Won't Let You Down,RVTR948802,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR948802); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Mary J.Blige - Not Gon' Cry.mp4,Mary J.Blige,Not Gon' Cry,RVTR408677,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR408677); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Tiësto & Karol G - Don't Be Shy.mp4,Tiësto & Karol G,Don't Be Shy,RVTR661784,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR661784); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Whitesnake - Slow An' Easy.mp4,Whitesnake,Slow An' Easy,RVTR785459,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR785459); deterministic filename/tag noise.,true
/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1990's/16-Cypress Hill - I Ain't Goin' Out Like That (Official HD Video).mp4,Cypress Hill,I Ain't Goin' Out Like That,RVTR866443,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR866443); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Amy Grant - It's Not A Song.mp4,Amy Grant,It's Not A Song,RVTR661742,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR661742); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/The Judds - Mama He's Crazy.mp4,The Judds,Mama He's Crazy,RVTR411580,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR411580); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Stella Soleil - Kiss, Kiss.mp4",Stella Soleil,"Kiss, Kiss",RVTR014433,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR014433); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Carole King - It's Too Late.mp4,Carole King,It's Too Late,RVTR875568,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR875568); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Carole King - It's Too Late.mp4,Carole King,It's Too Late,RVTR875568,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR875568); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Clarence Carter - Strokin'.mp4,Clarence Carter,Strokin',RVTR302541,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR302541); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Billy Swan - Don't Be Cruel.mp4,Billy Swan,Don't Be Cruel,RVTR284378,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR284378); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Relient K - Best Thing, The.mp4",Relient K,"Best Thing, The",RVTR400705,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR400705); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Santana - Samba Pa Ti (Live).mp4,Santana,Samba Pa Ti (Live),RVTR037101,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR037101); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Neil Young - Hey Hey, My My.mp4",Neil Young,"Hey Hey, My My",RVTR869724,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR869724); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rainbow - Can't Happen Here.mp4,Rainbow,Can't Happen Here,RVTR029735,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR029735); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Counting Crows - Mr. Jones.mp4,Counting Crows,Mr. Jones,RVTR520264,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR520264); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Jethro Tull - Aqualung (HD).mp4,Jethro Tull,Aqualung (HD),RVTR622721,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR622721); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Silicon Teens - Let's Dance.mp4,Silicon Teens,Let's Dance,RVTR457772,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR457772); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Rozalla - Everybody's Free.mp4,Rozalla,Everybody's Free,RVTR606510,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR606510); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Cat Stevens - Matthew & Son.mp4,Cat Stevens,Matthew & Son,RVTR500124,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR500124); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Cure - End Of The World, The.mp4",Cure,"End Of The World, The",RVTR267358,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR267358); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Salt-N-Pepa - Twist & Shout.mp4,Salt-N-Pepa,Twist & Shout,RVTR627588,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR412665); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Phantogram - When I'm Small.mp4,Phantogram, When I'm Small,RVTR158562,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR158562); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Greta Van Fleet - You’re The One.mp4,Greta Van Fleet,You’re The One,RVTR824863,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR824863); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Scooter - Logical Song, The.mp4",Scooter,"Logical Song, The",RVTR166979,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR166979); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Tove Lo - Habits (Stay High).mp4,Tove Lo,Habits (Stay High),RVTR972059,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR972059); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Ozzy - Mama, I'm Coming Home.mp4",Ozzy,"Mama, I'm Coming Home",RVTR155152,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR155152); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Scorpions - I Can't Explain.mp4,Scorpions,I Can't Explain,RVTR040946,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR040946); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Coolio - Gangsta's Paradise.mp4,Coolio,Gangsta's Paradise,RVTR553883,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR553883); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Don Gibson - Oh, Lonesome Me.mp4",Don Gibson,"Oh, Lonesome Me",RVTR807774,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR807774); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Joe Cocker - Feelin' Alright.mp4,Joe Cocker,Feelin' Alright,RVTR514818,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR514818); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Tyler Childers - All Your'n.mp4,Tyler Childers,All Your'n,RVTR790059,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR790059); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Doors - L.A. Woman 1971 HQ.mp4,The Doors,L.A. Woman 1971 HQ,RVTR710386,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR710386); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Outkast - Dracula's Wedding.mp4,Outkast,Dracula's Wedding,RVTR247040,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR247040); deterministic filename/tag noise.,true
/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1990's/58-Trisha Yearwood - She's In Love With The Boy (Official Music Video).mp4,Trisha Yearwood,She's In Love With The Boy,RVTR428109,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR428109); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Blackstreet - Don't Leave Me.mp4,Blackstreet,Don't Leave Me,RVTR848003,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR848003); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Larkin Poe - Preachin' Blues.mp4,Larkin Poe,Preachin' Blues,RVTR730507,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR730507); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Common - I Used to Love H.E.R.mp4,Common,I Used to Love H.E.R,RVTR610320,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR610320); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Susan Maughan - Bobby's Girl.mp4,Susan Maughan,Bobby's Girl,RVTR815994,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR815994); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Eric Clapton - Cocaine (Live).mp4,Eric Clapton,Cocaine (Live),RVTR266048,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR266048); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Bubba Sparxx - Ms. New Booty.mp4,Bubba Sparxx,Ms. New Booty,RVTR304154,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR304154); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Paul McCartney - Maybe I’m Amazed.mp4,Paul McCartney,Maybe I’m Amazed,RVTR649753,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR649753); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Motels - Whose Problem_.mp4,The Motels,Whose Problem?,RVTR030079,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR030079); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/K Ci & JoJo - Tell Me It's Real.mp4,K Ci & JoJo,Tell Me It's Real,RVTR655852,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR655852); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Aron Chupa - I'm an Albatraoz.mp4,Aron Chupa,I'm an Albatraoz,RVTR270432,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR270432); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/T Rex - Bang A Gong (Get It On).mp4,T Rex,Bang A Gong (Get It On),RVTR473287,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR473287); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bob Marley - No Woman, No Cry.mp4",Bob Marley,"No Woman, No Cry",RVTR331419,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR331419); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/The Crew Cuts - ShBoom (Live).mp4,The Crew Cuts,ShBoom (Live),RVTR990695,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR990695); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Eminem - Real Slim Shady, The.mp4",Eminem,"Real Slim Shady, The",RVTR514801,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR514801); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/3rd Bass - Steppin' To The A.M.mp4,3rd Bass,Steppin' To The A.M,RVTR532755,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR532755); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - Around & Around.mp4,The Animals,Around & Around,RVTR372300,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR372300); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Bob Dylan - Don't Think Twice.mp4,Bob Dylan,Don't Think Twice,RVTR279190,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR279190); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Kenny Loggins - Danny's Song.mp4,Kenny Loggins,Danny's Song,RVTR885377,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR885377); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Dolly Parton - Rockin' Years.mp4,Dolly Parton,Rockin' Years,RVTR305141,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR305141); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Johnny Rivers - Slow Dancin'.mp4,Johnny Rivers,Slow Dancin',RVTR377253,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR377253); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Franz Ferdinand - Fallen, The.mp4",Franz Ferdinand,"Fallen, The",RVTR056617,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR056617); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Lita Ford - Playin' With Fire.mp4,Lita Ford,Playin' With Fire,RVTR597944,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR597944); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/R. Kelly - Believe I Can Fly, I.mp4",R. Kelly,"Believe I Can Fly, I",RVTR772271,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR772271); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Garbage - I Think I'm Paranoid.mp4,Garbage,I Think I'm Paranoid,RVTR311125,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR311125); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sonny and Cher - Baby Don't Go.mp4,Sonny and Cher,Baby Don't Go,RVTR261955,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR261955); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Snoop Doggy Dogg - Gin & Juice.mp4,Snoop Doggy Dogg,Gin & Juice,RVTR605162,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR587117); deterministic filename/tag noise.,true
/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1950's/Dean Martin - Thats Amore.mp4,Dean Martin,Thats Amore (DJ Cheers Video Edit),RVTR331261,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR331261); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Johnny Cash - Does Elvis..LOL.MP4,Johnny Cash,Does Elvis..LOL,RVTR815496,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR815496); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Neil Diamond - I Am I Said (1971).mp4,Neil Diamond,I Am I Said (1971),RVTR380270,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR380270); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Primus - My Name Is Mud (Live).mp4,Primus,My Name Is Mud (Live),RVTR227281,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR227281); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Shania Twain - Honey, I'm Home.mp4",Shania Twain,"Honey, I'm Home",RVTR663912,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR663912); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Highway 101 - Who's Lonely Now.mp4,Highway 101,Who's Lonely Now,RVTR445716,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR445716); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Bigelf - Money, It's Pure Evil.mp4",Bigelf,"Money, It's Pure Evil",RVTR684829,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR684829); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Johnny Logan - I'm Not in Love.mp4,Johnny Logan,I'm Not in Love,RVTR847653,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR847653); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Slick Rick - Children's Story.mp4,Slick Rick,Children's Story,RVTR065415,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR065415); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Eagles - In The City (Live).mp4,The Eagles,In The City (Live),RVTR607079,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR607079); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Clark Five - Bits & Pieces.mp4,Dave Clark Five,Bits & Pieces,RVTR429536,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR351703); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Brian Fallon - The Blues, Mary.mp4",Brian Fallon,"The Blues, Mary",RVTR048891,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR048891); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Outfield - Say It Isn't So.mp4,The Outfield,Say It Isn't So,RVTR831808,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR831808); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Mamma Mia - Gimme! Gimme! Gimme!.mp4,Mamma Mia,Gimme! Gimme! Gimme!,RVTR471324,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR471324); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/REM - It's The End Of The World.mp4,REM,It's The End Of The World,RVTR331253,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR331253); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/David Bowie - Heroes (Live Aid).mp4,David Bowie,Heroes (Live Aid),RVTR358811,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR358811); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Nik Kershaw - Wouldn't Be Good.mp4,Nik Kershaw,Wouldn't Be Good,RVTR408862,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR408862); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Sammy Davis Jr - Mr. Bojangles.mp4,Sammy Davis Jr,Mr. Bojangles,RVTR871025,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR871025); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Etta James - I'm Sorry For You.mp4,Etta James,I'm Sorry For You,RVTR672147,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR672147); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Brandy - Sittin' Up In My Room.mp4,Brandy,Sittin' Up In My Room,RVTR251774,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR251774); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Judas Priest - Johnny B. Goode.mp4,Judas Priest,Johnny B. Goode,RVTR503944,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR503944); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Ween - Push Th' Little Daisies.mp4,Ween,Push Th' Little Daisies,RVTR068385,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR068385); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Presley - Don't Be Cruel.mp4,Elvis Presley,Don't Be Cruel,RVTR177780,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR177780); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Lisa Loeb - Stay (I Missed You).mp4,Lisa Loeb, Stay (I Missed You),RVTR636565,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR636565); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Filter - Gimme All Your Lovin'.mp4,Filter,Gimme All Your Lovin',RVTR524334,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR524334); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Brooklyn Bounce - Loud & Proud.mp4,Brooklyn Bounce,Loud & Proud,RVTR668193,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR668193); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Poison - We're An American Band.mp4,Poison,We're An American Band,RVTR324678,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR324678); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jackie Wilson - Higher & Higher.mp4,Jackie Wilson,Higher & Higher,RVTR924922,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR532991); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Ricky Martin - Cup Of Life, The.mp4",Ricky Martin,"Cup Of Life, The",RVTR431892,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR431892); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Musique vs. U2 - New Year's Dub.mp4,Musique vs. U2,New Year's Dub,RVTR918036,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR918036); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Replacements - Achin' To Be.mp4,The Replacements,Achin' To Be,RVTR340784,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR340784); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Octopus's Garden.mp4,The Beatles,Octopus's Garden,RVTR733261,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR733261); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Eddy Grant - Gimme Hope Jo'anna.mp4,Eddy Grant,Gimme Hope Jo'anna,RVTR918617,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR918617); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Tokyo Goove Jyoshi - Funk No.1.mp4,Tokyo Goove Jyoshi,Funk No.1,RVTR504840,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR504840); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Ph.D - Little Susie's On The Up.mp4,Ph.D,Little Susie's On The Up,RVTR859207,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR859207); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Stone Foxes - I'm a King Bee.mp4,The Stone Foxes,I'm a King Bee,RVTR751390,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR751390); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dana Fuchs - I'd Rather Go Blind.mp4,Dana Fuchs,I'd Rather Go Blind,RVTR882542,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR882542); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Dean Martin - That's Amore (1956).mp4,Dean Martin,That's Amore (1956),RVTR331261,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR331261); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Etta James - I'd Rather Be Blind.mp4,Etta James,I'd Rather Be Blind,RVTR914888,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR914888); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ke$ha f._3OH!3 - Blah, Blah, Blah_.mp4",Ke$ha f./3OH!3,"Blah, Blah, Blah*",RVTR029511,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR029511); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1990's/The Lemonheads - Mrs. Robinson.mp4,The Lemonheads,Mrs. Robinson,RVTR059374,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR059374); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Black Eyed Peas - Let’s Get Retarded.mp4,Black Eyed Peas,Let’s Get Retarded,RVTR722281,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR722281); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Alabama - Mountain Music (Live).mp4,Alabama,Mountain Music (Live),RVTR554537,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR554537); deterministic filename/tag noise.,true
"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Sonique - Put A Spell On You, I.mp4",Sonique,"Put A Spell On You, I",RVTR564350,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR564350); deterministic filename/tag noise.,true
/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Oingo Boingo - Dead Man's Party.mp4,Oingo Boingo,Dead Man's Party,RVTR364700,1,SAFE TITLE NOISE,Existing simulation selected one canonical candidate (RVTR364700); deterministic filename/tag noise.,true
