rvtr,song_title,artist,current_album_relationships,proposed_primary_album,album_id,rval,position,slot_title,evidence,conflict_flags,bucket,final_confidence,write_recommendation
"RVTR461125","I Dig A Pony","The Beatles","none","Let It Be (Soundtrack)","41412","RVAL337322","8","Dig A Pony","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1970","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR464905","Lump","presidents of the united states of america","none","The Presidents Of The United States Of America","41739","RVAL446505","3","Lump","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR476819","Louie Louie","kingsmen","none","The Kingsmen In Person","41201","RVAL997100","1","Louie, Louie","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR479672","Fkin' Problems","A$ap Rocky","none","Long.Live.A$AP","42165","RVAL647901","7","F**kin' Problems","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR487694","Future Lovers Feel Love","madonna","none","The Confessions Tour","24931","RVAL478207","1","Future Lovers / I Feel Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2007","normalized_title_mismatch; missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR496489","Baby Im Yours","shai","none","If I Ever Fall In Love","35153","RVAL755581","8","Baby I’m Yours","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1993","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR507763","Gimme Some Lovin'","The Spencer Davis Group","none","Gimme Some Lovin'","42576","RVAL507744","1","Gimme Some Lovin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1967","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR508666","Lovin' You","minnie riperton","none","Perfect Angel","34538","RVAL436295","7","Lovin’ You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR509379","Smokie Part 2","bill black's combo","none","Bill Black's Greatest Hits","33050","RVAL919609","5","Smokie Part 2","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1967; chart year 1959; chart/album year delta 8","chart_album_year_delta_8","B_compilation_only","0.8","remain_unresolved"
"RVTR516114","Ill Be There","mariah carey","none","#1 To Infinity","29203","RVAL410533","6","I’ll Be There","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2015","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR517319","Ball Chain","elton john","none","Jump Up","37627","RVAL329578","3","Ball & Chain","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1982","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR526862","I Do'Wanna Know","reo speedwagon","none","The Second Decade of Rock & Roll 1981-1991","40139","RVAL352513","11","I Do' Wanna Know","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011; chart year 1984; chart/album year delta 27","chart_album_year_delta_27","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR530800","Memphis Tennessee","chuck berry","none","Chuck Berry's Greatest Hits","25175","RVAL148348","10","Memphis, Tennessee","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR548946","When Love Hate Collide","def leppard","none","Rock Of Ages: The Definitive Collection","25049","RVAL868859","11","When Love Hate Collide","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005; chart year 1995; chart/album year delta 10","chart_album_year_delta_10","B_compilation_only","0.8","remain_unresolved"
"RVTR557963","I Loves You Porgy","nina simone","none","Nina Simone In Concert","38345","RVAL650812","1","I Loves You Porgy","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964; chart year 1959; chart/album year delta 5","chart_album_year_delta_5","D_live_recording","0.8","remain_unresolved"
"RVTR560742","Say Say Say","michael jackson","none","Greatest Hits: HIStory -- Volume 1","39813","RVAL730820","2","Say, Say, Say","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR566161","I Cant Make You Love Me","bonnie raitt","none","The Best Of Bonnie Raitt On Capitol 1989-2003","33045","RVAL374521","6","I Can’t Make You Love Me","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2003","normalized_title_mismatch; missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR580436","Everybodys Trying To Be My Baby","The Beatles","none","Live At The Hollywood Bowl","41415","RVAL476531","4","Everybody’s Trying To Be My Baby","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2016","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR597181","Makin' Whoopee","ray charles","none","A Man And His Soul","37674","RVAL913649","6","Makin’ Whoopee","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1967; chart year 1964; chart/album year delta 3","chart_album_year_delta_3","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR611655","Dont Worry Be Happy","bobby mcferrin","none","Simple Pleasures","32000","RVAL885059","1","Don’t Worry, Be Happy","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1988","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR621741","Little More You","little big town","none","The Road To Here","25824","RVAL561368","6","A Little More You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2005","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR624060","Kokomo","beach boys","none","Still Cruisin'","42884","RVAL026591","5","Kokomo","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR626267","When Its Love","van halen","none","Live: Right Here, Right Now","27530","RVAL053383","3","When It’s Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1993","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR626798","Dont Be Cruel","cheap trick","none","Lap Of Luxury","35765","RVAL752548","6","Don’t Be Cruel","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1988","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR630976","Breakin' Dishes","rihanna","none","Good Girl Gone Bad","40803","RVAL125625","4","Breakin’ Dishes","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007; chart year 2025; chart/album year delta 18","chart_album_year_delta_18","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR641910","Little Less Sixteen Candles A Little More 'Touch Me' A","fall out boy","none","Believers Never Die: Greatest Hits","23035","RVAL814694","8","A Little Less Sixteen Candles, A Little More ""Touch Me""","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2009","normalized_title_mismatch; missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR642456","El Condor Pasa If I Could","paul simon","none","Paul Simon In Concert/Live Rhymin'","30501","RVAL756822","10","El Condor Pasa (If I Could)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR654977","Foolin' Around","buck owens","none","The Best Of Buck Owens","28107","RVAL188378","2","Foolin’ Around","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR662101","Today","smashing pumpkins","none","{Rotten Apples} Greatest Hits","42823","RVAL053870","5","Today","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year; artist_display_differs_from_canonical_row","B_compilation_only","0.8","remain_unresolved"
"RVTR666636","Blue Blue Day","don gibson","none","I Wrote A Song...","26288","RVAL704066","4","Blue, Blue Day","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1963; chart year 1958; chart/album year delta 5","chart_album_year_delta_5","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR676573","Born Slippy","underworld","none","Everything Everything","25374","RVAL804872","9","Born Slippy NUXX","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2000","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR690163","Savin' Me","nickelback","none","The Best Of Nickelback: Volume 1","39273","RVAL956075","5","Savin’ Me","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR696237","After All (Love Theme From ""Chances Are"")","cher","none","If I Could Turn Back Time -- Cher's Greatest Hits","33009","RVAL110466","4","After All (Love Theme From Chances Are)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999; chart year 1989; chart/album year delta 10","chart_album_year_delta_10","B_compilation_only","0.8","remain_unresolved"
"RVTR720485","The Love You Save","The Jackson 5","none","The Best Of The Jackson 5: 20th Century Masters: The Christmas Collection","33421","RVAL768273","7","The Love You Save","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2017","missing_chart_year; artist_display_differs_from_canonical_row","B_compilation_only","0.8","remain_unresolved"
"RVTR725418","Jive Talkin'","bee gees","none","The Ultimate Bee Gees","24118","RVAL717620","3","Jive Talkin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR733256","I","kendrick lamar","none","Section.80","30483","RVAL806885","3","A.D.H.D","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2011; chart year 2014; chart/album year delta 3","normalized_title_mismatch; chart_album_year_delta_3","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR753990","Doin' What She Likes","blake shelton","none","Reloaded: 20 #1 Hits","21761","RVAL042133","5","Doin’ What She Likes","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2015","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR755469","Future Lovers I Feel Love","madonna","none","The Confessions Tour","24931","RVAL478207","1","Future Lovers / I Feel Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR769027","Blowin' In The Wind","bob dylan","none","Bob Dylan Live 1966: The `Royal Albert Hall' Concert","33679","RVAL297324","9","Blowin' In The Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR772342","Livin It Up","ja rule","none","Pain Is Love","38745","RVAL564838","3","Livin’ It Up","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR772356","Poison","prodigy","none","Music For The Jilted Generation","41169","RVAL037674","8","Poison","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR793110","Part Of Me Part Of You","glenn frey","none","Solo Collection","30477","RVAL152908","11","Part Of Me Part Of You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2016; chart year 1991; chart/album year delta 25","chart_album_year_delta_25","B_compilation_only","0.8","remain_unresolved"
"RVTR794859","Your'Re So Static","elton john","none","Caribou","37612","RVAL836560","6","You're So Static","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1974","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR809910","Bustin' Out","rick james","none","Reflections","33579","RVAL341090","5","Bustin’ Out","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1984; chart year 1979; chart/album year delta 5","chart_album_year_delta_5","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR811142","Let Em In","wings","none","Wings Greatest","26914","RVAL418086","9","Let ’Em In","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR819649","Dont Go Away","oasis","none","Be Here Now","28906","RVAL447934","8","Don’t Go Away","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1997","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR820243","You Are My World","communards","none","The Communards","42936","RVAL582247","11","You Are My World","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1986","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR820649","Are You In","incubus","none","HQ Live","28012","RVAL611648","6","Are You In?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2012","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR822229","If I Were A Carpenter","leon russell","none","Best Of Leon","21961","RVAL388794","4","If I Were A Carpenter","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1976; chart year 1974; chart/album year delta 2","","B_compilation_only","0.8","remain_unresolved"
"RVTR825291","Babys In Black","The Beatles","none","Live At The Hollywood Bowl","41415","RVAL476531","13","Baby's In Black","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2016","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR842985","Can'T We Try","teddy pendergrass","none","You And I","23980","RVAL809116","5","Can We Try","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1997; chart year 1980; chart/album year delta 17","normalized_title_mismatch; chart_album_year_delta_17","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR843673","Wanna Be Startin' Somethin'","michael jackson","none","Thriller","39831","RVAL586982","1","Wanna Be Startin’ Somethin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR852249","Everybody Knows About My Good Thing Pt 1","little johnny taylor","none","Little Johnny Taylor","35462","RVAL746040","11","Everybody Knows About My Good Thing Pt 1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1963; chart year 1971; chart/album year delta 8","chart_album_year_delta_8","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR853389","Pissin' In The Wind","jerry jeff walker","none","The Best Of Jerry Jeff Walker","39535","RVAL171054","11","Pissin' In The Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR860382","Half Breed","cher","none","Greatest Hits","33005","RVAL922386","4","Half‐Breed","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR877869","Voodoo People","prodigy","none","Music For The Jilted Generation","41169","RVAL037674","5","Voodoo People","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR880210","Semi Charmed Life","third eye blind","none","A Collection","23185","RVAL034652","1","Semi‐Charmed Life","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR887114","S M","rihanna","none","Loud","40805","RVAL397065","1","S&M","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2010","normalized_title_mismatch; missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR906038","Ill Tumble 4 Ya","culture club","none","Kissing To Be Clever","28643","RVAL255833","3","I’ll Tumble 4 Ya","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1983","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR917875","Wanna Be Startin Somethin'","michael jackson","none","Thriller","39831","RVAL586982","1","Wanna Be Startin’ Somethin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR925711","Free For All","ted nugent","none","Great Gonzos!: The Best Of Ted Nugent","35537","RVAL601943","3","Free-For-All","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1981","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR928776","Rockin' Roll Baby","stylistics","none","Rockin' Roll Baby","42257","RVAL646370","8","Rockin’ Roll Baby","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR934517","Stayin' Alive","bee gees","none","The Ultimate Bee Gees","24118","RVAL717620","2","Stayin’ Alive","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR935186","Let Forever Be","chemical brothers","none","Surrender","41703","RVAL029579","5","Let Forever Be","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR936069","Lovin You","minnie riperton","none","Perfect Angel","34538","RVAL436295","7","Lovin’ You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR937565","Hickory Wind","byrds","none","Sweetheart Of The Rodeo","41509","RVAL770818","7","Hickory Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR937969","Make It Funky Part 1","james brown","none","20 All-Time Greatest Hits!","33229","RVAL044999","6","Make It Funky, Part 1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2014; chart year 1971; chart/album year delta 43","chart_album_year_delta_43","B_compilation_only","0.8","remain_unresolved"
"RVTR945135","Feenin'","jodeci","none","Back To The Future: The Very Best Of Jodeci","35710","RVAL830268","7","Feenin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR954278","Bubble Toes Express Yourself","jack johnson","none","En Concert","30083","RVAL504132","6","Bubble Toes / Express Yourself","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR959252","Games People Play","spinners","none","Pick Of The Litter","43077","RVAL052532","7","Games People Play","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR962154","Block Rockin' Beats","chemical brothers","none","Dig Your Own Hole","41699","RVAL503821","1","Block Rockin’ Beats","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR963829","Mr Melody","natalie cole","none","Natalie Live","32239","RVAL907682","5","Mr Melody","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978; chart year 1976; chart/album year delta 2","","D_live_recording","0.8","remain_unresolved"
"RVTR966676","Breathe","prodigy","none","The Fat Of The Land","41171","RVAL555368","2","Breathe","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR973129","Who Needs Love Like That","erasure","none","Pop! The First 20 Hits","35308","RVAL259012","1","Who Needs Love (Like That)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1992","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR978570","Block Rockin' Beats","The Chemical Brothers","none","Dig Your Own Hole","41699","RVAL503821","1","Block Rockin’ Beats","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR978968","Im Sprung","t-pain","none","Rappa Ternt Sanga","28451","RVAL566149","2","I’m Sprung","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2005","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR981315","A Little Less Sixteen Candles A Little More Touch Me","fall out boy","none","Believers Never Die: Greatest Hits","23035","RVAL814694","8","A Little Less Sixteen Candles, A Little More ""Touch Me""","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009; chart year 2006; chart/album year delta 3","chart_album_year_delta_3; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR984322","Ill Be","edwin mccain","none","Misguided Roses","32991","RVAL057229","4","I’ll Be","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1998","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR985202","Uncle Albert Admiral Halsey","wings","none","Wings Greatest","26914","RVAL418086","7","Uncle Albert / Admiral Halsey","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR986360","D A R E","rod wave","none","PTSD","43502","RVAL000054","3","PTSD","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2019; chart year 2024; chart/album year delta 5","normalized_title_mismatch; chart_album_year_delta_5","H_album_title_ambiguity","0.95","remain_unresolved"
