canonical_album_tracks_id,rvtr,old_canonical_track_key,proposed_canonical_track_key,album_id,album_title,rval,position,slot_title,confidence,reason,old_canonical_source,old_confidence_score,old_review_flag,old_updated_at
"551974","RVTR646280","","RVTR646280","35377","Sounds So Good","RVAL552076","1","Takin' Off This Pain","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"497399","RVTR652465","","RVTR652465","24785","Christina Aguilera","RVAL691737","5","Come On Over (All I Want Is You)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"489779","RVTR663382","","RVTR663382","42003","Simple Man","RVAL026594","1","(What This World Needs Is) A Few More Rednecks","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"501743","RVTR674679","","RVTR674679","27321","In-A-Gadda-Da-Vida","RVAL291360","6","In‐A‐Gadda‐Da‐Vida","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"509854","RVTR678438","","RVTR678438","32039","Waiting For My Rocket To Come","RVAL797621","3","The Remedy (I Won’t Worry)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564510","RVTR683356","","RVTR683356","43489","7","RVAL000081","5","Rodeo","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2019","musicbrainz_ingest_approved","0.95","curated","2026-06-12 21:59:17.851501"
"432188","RVTR685969","","RVTR685969","37714","Heavy Traffic","RVAL620474","1","Dear Mr. Fantasy","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"499444","RVTR697350","","RVTR697350","25923","Relight My Fire","RVAL687351","3","Vertigo / Relight My Fire","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"405276","RVTR717803","","RVTR717803","31487","Chris Young","RVAL938677","3","Drinkin' Me Lonely","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564280","RVTR719538","","RVTR719538","43473","Whitsitt Chapel","RVAL000012","3","The Lost","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2023","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.185442"
"524163","RVTR725421","","RVTR725421","40828","Bang!","RVAL736698","2","Is It Like Today?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1993","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"518081","RVTR728209","","RVTR728209","37401","Free Wired","RVAL708833","6","So What?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"483126","RVTR747683","","RVTR747683","38112","A Man And His Music","RVAL129030","25","Oh! What It Seemed To Be","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1965","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"472754","RVTR754511","","RVTR754511","31486","A.M.","RVAL580326","5","A.M.","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"554684","RVTR757395","","RVTR757395","37618","Empty Sky","RVAL558913","2","Val-Hala","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"519268","RVTR758817","","RVTR758817","38115","Classic Sinatra: His Great Performances 1953 - 1960","RVAL861566","7","Oh! Look At Me Now","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"401191","RVTR763404","","RVTR763404","30499","One Trick Pony","RVAL506035","10","Long, Long Day","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"515714","RVTR763564","","RVTR763564","35413","My Love Forgive Me","RVAL057362","3","My Love, Forgive Me","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"442538","RVTR773689","","RVTR773689","40329","In The Pursuit Of Leisure","RVAL467810","2","Is She Really Going Out With Him?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"457268","RVTR774184","","RVTR774184","22667","Lungs","RVAL250881","2","Rabbit Heart (Raise It Up)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"501922","RVTR779663","","RVTR779663","27419","Kurtis Blow","RVAL212385","1","Christmas Rappin'","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"532225","RVTR783931","","RVTR783931","24042","Back To Avalon","RVAL667828","1","Nobody's Fool","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1988","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"448225","RVTR797458","","RVTR797458","41661","The Last Waltz (Soundtrack)","RVAL221909","6","I Shall Be Released (Finale)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"465654","RVTR802013","","RVTR802013","27388","Life In Cartoon Motion","RVAL554283","8","Big Girl (You Are Beautiful)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"495908","RVTR802185","","RVTR802185","23982","I'm No Hero","RVAL861991","8","Dreamin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"551858","RVTR802939","","RVTR802939","35313","Wild!","RVAL150763","3","Drama!","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"527511","RVTR812270","","RVTR812270","42977","Word Of Mouth","RVAL747932","5","Show Me Love (America)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"499028","RVTR827656","","RVTR827656","25691","Read My Lips","RVAL859291","7","Read My Lips (Enough Is Enough)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1990","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"431771","RVTR842758","","RVTR842758","37641","The Captain & The Kid","RVAL995169","9","Old '67","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"546023","RVTR852404","","RVTR852404","31933","Tiffany","RVAL517351","10","Could’ve Been","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1987","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"536533","RVTR870769","","RVTR870769","26451","Noel","RVAL403222","8","What Child Is This?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"506071","RVTR871836","","RVTR871836","29888","Showroom Of Compassion","RVAL512227","5","Mustache Man (Wasted)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"555562","RVTR877284","","RVTR877284","38143","Sinatra 80th - All The Best","RVAL772275","1","Hey! Jealous Lover","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"399676","RVTR898361","","RVTR898361","30091","To The Sea","RVAL642548","10","Red Wine, Mistakes, Mythology","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"384825","RVTR899433","","RVTR899433","26448","Josh Groban","RVAL218134","9","Vincent (Starry, Starry Night)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"512763","RVTR899849","","RVTR899849","33778","Dirty Work","RVAL733968","2","I Feel Like Dancin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"538923","RVTR912509","","RVTR912509","27739","Convertible Music","RVAL097968","7","Johnny, Are You Queer?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"521171","RVTR917904","","RVTR917904","39130","Maladroit","RVAL252121","3","Keep Fishin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"370165","RVTR924985","","RVTR924985","22773","This Woman","RVAL583382","3","Something’s Gotta Give","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"439762","RVTR926537","","RVTR926537","39610","Frank","RVAL596999","1","Intro / Stronger Than Me","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"458848","RVTR931129","","RVTR931129","23574","Cruel Summer","RVAL207097","9","Always Have, Always Will","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"384816","RVTR935606","","RVTR935606","26447","Illuminations","RVAL844375","3","Galileo (Someone Like You)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"542489","RVTR939555","","RVTR939555","29895","Chill Out","RVAL064974","5","One Bourbon, One Scotch, One Beer","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"461126","RVTR943969","","RVTR943969","24856","Up!","RVAL553090","8","Nah!","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"422726","RVTR944523","","RVTR944523","35726","(The Best) Of New Order","RVAL037951","1","True Faith-94","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"438362","RVTR960655","","RVTR960655","39268","Dark Horse","RVAL713931","9","S.E.X.","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
