rvtr,song_title,artist,current_album_relationships,proposed_primary_album,album_id,rval,position,slot_title,evidence,conflict_flags,bucket,final_confidence,write_recommendation
"RVTR284305","Hello Darlin'","conway twitty","none","25 Number Ones","30050","RVAL237598","3","Hello Darlin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2004; chart year 1970; chart/album year delta 34","chart_album_year_delta_34; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR284306","Hello Darlin'","conway twitty","none","25 Number Ones","30050","RVAL237598","3","Hello Darlin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2004","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR292313","Mo Onions","booker t","none","Booker T. & Priscilla","23074","RVAL216347","4","Mo' Onions","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1971; chart year 1964; chart/album year delta 7","chart_album_year_delta_7","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR298286","Stayin Alive","The Bee Gees","none","The Ultimate Bee Gees","24118","RVAL717620","2","Stayin’ Alive","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year; artist_display_differs_from_canonical_row; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR298766","Did He Shoot Her","elton john","none","Breaking Hearts","37610","RVAL328583","9","Did He Shoot Her?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1984","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR300220","Freedom '90","george michael","none","Ladies & Gentlemen: The Best Of George Michael","30653","RVAL310476","4","Freedom! ’90","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR301861","Run Run Look And See","brian hyland","none","Brian Hyland","32932","RVAL490389","16","Run Run Look And See","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1971; chart year 1966; chart/album year delta 5","chart_album_year_delta_5","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR305141","Rockin' Years","dolly parton","none","Eagle When She Flies","26968","RVAL651812","2","Rockin’ Years","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1991","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR306794","Do You Remember Remember","jack johnson","none","En Concert","30083","RVAL504132","3","Do You Remember / Remember","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR308904","Im So Proud","impressions","none","The Never Ending Impressions","43117","RVAL838804","8","I’m So Proud","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1964","normalized_title_mismatch; missing_chart_year; artist_display_differs_from_canonical_row","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR312836","Dreams","corrs","none","Talk On Corners: Special Edition","42433","RVAL614290","13","Dreams","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR313344","Its My Life","no doubt","none","The Singles 1992-2003","39381","RVAL781004","2","It’s My Life","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR320726","We Dont Need Another Hero","tina turner","none","Tina Live","34075","RVAL223757","7","We Don’t Need Another Hero","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2009","normalized_title_mismatch; missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR321800","Any Time Any Place","janet jackson","none","janet.","22090","RVAL416252","15","Any Time, Any Place","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1993","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR322834","Oh Baby I","eternal","none","Always & Forever","37735","RVAL930018","4","Oh Baby, I…","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1994","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR323924","Blowin In The Wind","stevie wonder","none","Stevie Wonder Live","26813","RVAL347884","12","Blowin' In The Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1970; chart year 1966; chart/album year delta 4","chart_album_year_delta_4","D_live_recording","0.8","remain_unresolved"
"RVTR324450","Baby We Better Try To Get It Together","barry white","none","The Best Of Barry White: 20th Century Masters The Millennium Collection","21948","RVAL475419","11","Baby We Better Try To Get It Together","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003; chart year 1976; chart/album year delta 27","chart_album_year_delta_27","B_compilation_only","0.8","remain_unresolved"
"RVTR324819","Look Ma No Hands","elton john","none","Songs From The West Coast","37639","RVAL777465","3","Look Ma, No Hands","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR326027","The Wandering Kind Prelude","josh groban","none","Illuminations","26447","RVAL844375","1","The Wandering Kind (Prelude)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR330993","5 4 3 2 1","manfred mann","none","The Mighty Quinn","28839","RVAL475773","3","5‐4‐3‐2‐1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR331509","Yes We Can Can","pointer sisters","none","The Pointer Sisters","42504","RVAL909077","1","Yes We Can, Can","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR331687","Ghost Town","benson boone","none","Fireworks & Rollerblades","43492","RVAL000045","12","Ghost Town","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2024; chart year 2021; chart/album year delta 3","chart_album_year_delta_3","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR332790","I Dont Want Your Love","duran duran","none","Big Thing","35274","RVAL365870","2","I Don’t Want Your Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1988","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR337109","Its Over","roy orbison","none","Black & White Night: 30","38247","RVAL456083","8","It’s Over","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR340797","Wreck Of The Old '97","johnny cash","none","The Legend Of Johnny Cash","27923","RVAL987198","10","Wreck Of The Old 97","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR341576","Bottle Pop","pussycat dolls","none","Doll Domination","41754","RVAL784368","18","Bottle Pop","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR351940","X","xzibit","none","Weapons Of Mass Destruction","24252","RVAL679248","1","LAX","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2005; chart year 2000; chart/album year delta 5","normalized_title_mismatch; chart_album_year_delta_5","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR355087","Girls","prodigy","none","Always Outnumbered, Never Outgunned","41167","RVAL863701","2","Girls","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2004","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR373547","Dont Wanna Try","frankie j","none","What's A Man To Do?","28352","RVAL194137","1","Don’t Wanna Try","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2003","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR374145","Bye Bye Love","everly brothers","none","The Everly Brothers' Original Greatest Hits","43292","RVAL035285","1","Bye, Bye Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1970","missing_chart_year; artist_display_differs_from_canonical_row","B_compilation_only","0.8","remain_unresolved"
"RVTR375174","Papas Got A Brand New Bag","james brown","none","Everybody's Doin' The Hustle & Dead Double Bump","33234","RVAL564434","5","Papa's Got A Brand New Bag","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR379128","Bloodletting The Vampire Song","concrete blonde","none","Bloodletting","25402","RVAL329161","1","Bloodletting (The Vampire Song)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1990","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR380245","I Just Want It To Be Over","keyshia cole","none","The Way It Is","34416","RVAL790543","1","(I Just Want It) To Be Over","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR381004","Lookin' Out My Back Door","creedence clearwater revival","none","More Creedence Gold","35453","RVAL282331","5","Lookin’ Out My Back Door","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR383333","Aint Even Done With The Night","john mellencamp","none","The Best That I Could Do 1978 - 1988","31085","RVAL623014","14","Ain't Even Done With The Night","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR393068","Whats Up","4 non blondes","none","Bigger, Better, Faster, More!","37413","RVAL995742","3","What’s Up","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1993","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR394128","E I","nelly","none","Brass Knuckles","37824","RVAL642546","3","LA","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2008","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR398193","Are You Sincere","andy williams","none","Canadian Sunset","31773","RVAL626572","6","Are You Sincere?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1965","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR402770","Cinema Paradiso Se","josh groban","none","Josh Groban","26448","RVAL218134","4","Cinema Paradiso (Se)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR404234","Ooh La La","The Faces","none","Ooh La La","37399","RVAL160428","10","Ooh La La","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR404332","We Want The Same Thing","belinda carlisle","none","Runaway Horses","26646","RVAL505728","6","(We Want) The Same Thing","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR412783","Funk 49","joe walsh","none","The Best Of Joe Walsh","31993","RVAL430884","5","Funk #49","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR414111","Lets Do It Again","staple singers","none","Let's Do It Again","41589","RVAL560708","1","Let’s Do It Again","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1975","normalized_title_mismatch; missing_chart_year; artist_display_differs_from_canonical_row","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR414447","Dear Darlin","olly murs","none","Right Place Right Time","32003","RVAL288024","4","Dear Darlin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR415214","All About Lovin' You","bon jovi","none","Bounce","23080","RVAL933797","6","All About Lovin' You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR417691","Self Esteem","offspring","none","Smash","41672","RVAL943826","8","Self Esteem","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1994","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR418733","Jumpin' Jumpin'","destiny's child","none","Playlist: The Very Best Of Destiny's Child","22549","RVAL430196","4","Jumpin’, Jumpin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2012","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR422162","Black Hearts On Fire","jet","none","Shaka Rock","34369","RVAL234867","4","Black Hearts (On Fire)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR425995","Together We Can Make Such Sweet Music","The Spinners","none","2nd Time Around","26569","RVAL639640","3","Together We Can Make Such Sweet Music","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1970; chart year 1973; chart/album year delta 3","chart_album_year_delta_3; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR426956","Spitfire","prodigy","none","Always Outnumbered, Never Outgunned","41167","RVAL863701","1","Spitfire","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2004","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR433621","Jamaica Jerk Off","elton john","none","Goodbye Yellow Brick Road","37619","RVAL817194","7","Jamaica Jerk‐Off","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR435792","Gimme All Your Lovin'","zz top","none","Eliminator","38273","RVAL095222","1","Gimme All Your Lovin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1983","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR435813","How Am I Doin'","dierks bentley","none","Dierks Bentley","38012","RVAL298512","9","How Am I Doin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR438826","Givin Yourself Away","ratt","none","Detonator","35035","RVAL439636","10","Givin' Yourself Away","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1990","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR441384","She Didnt Have Time","terri clark","none","Life Goes On","33079","RVAL612582","3","She Didn't Have Time","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR444029","No Woman No Cry","fugees","none","Bootleg Versions","24215","RVAL619878","3","No Woman, No Cry","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1996","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR444661","You Sent Me Flying Cherry","amy winehouse","none","Frank","39610","RVAL596999","2","You Sent Me Flying / Cherry","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR445158","Short Skirt Long Jacket","cake","none","Comfort Eagle","29884","RVAL332843","4","Short Skirt/Long Jacket","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR451547","How 'Bout You","eric church","none","Sinners Like Me","31375","RVAL892976","3","How ’Bout You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR457109","The Main Event Fight","barbra streisand","none","A Collection: Greatest Hits...And More","27798","RVAL374288","6","The Main Event / Fight","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR461125","I Dig A Pony","The Beatles","none","Let It Be (Soundtrack)","41412","RVAL337322","8","Dig A Pony","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1970","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR464283","Cest La Vie","robbie nevil","none","Robbie Nevil","37980","RVAL083999","5","C’est La Vie","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1986","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR464905","Lump","presidents of the united states of america","none","The Presidents Of The United States Of America","41739","RVAL446505","3","Lump","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR466701","James Dean I Wanna Know","daniel bedingfield","none","Gotta Get Thru This","30747","RVAL211625","2","James Dean (I Wanna Know)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR471339","The Sound John M Perkins' Blues","switchfoot","none","Hello Hurricane","39065","RVAL563653","4","The Sound (John M. Perkins’ Blues)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR471846","Keep On Truckin'","eddie kendricks","none","Eddie Kendricks","25017","RVAL767130","8","Keep On Truckin'","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR473201","Turn It Out Go Base","rob base","none","The Incredible Base","27738","RVAL176849","1","Turn It Out (Go Base)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR476819","Louie Louie","kingsmen","none","The Kingsmen In Person","41201","RVAL997100","1","Louie, Louie","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR479672","Fkin' Problems","A$ap Rocky","none","Long.Live.A$AP","42165","RVAL647901","7","F**kin' Problems","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR480309","Shake Your Bon Bon","ricky martin","none","Ricky Martin","32258","RVAL364834","4","Shake Your Bon‐Bon","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR487694","Future Lovers Feel Love","madonna","none","The Confessions Tour","24931","RVAL478207","1","Future Lovers / I Feel Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2007","normalized_title_mismatch; missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR493126","Yeah Yeah Yeah","uncle kracker","none","Double Wide","30685","RVAL633576","9","Yeah, Yeah, Yeah","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2000","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR496489","Baby Im Yours","shai","none","If I Ever Fall In Love","35153","RVAL755581","8","Baby I’m Yours","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1993","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR503944","Johnny B Goode","judas priest","none","Ram It Down","31311","RVAL048504","8","Johnny B. Goode","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1988","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR504381","Right Here Right Now","fatboy slim","none","You've Come A Long Way, Baby","25696","RVAL025416","1","Right Here, Right Now","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR507763","Gimme Some Lovin'","The Spencer Davis Group","none","Gimme Some Lovin'","42576","RVAL507744","1","Gimme Some Lovin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1967","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR508666","Lovin' You","minnie riperton","none","Perfect Angel","34538","RVAL436295","7","Lovin’ You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR509379","Smokie Part 2","bill black's combo","none","Bill Black's Greatest Hits","33050","RVAL919609","5","Smokie Part 2","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1967; chart year 1959; chart/album year delta 8","chart_album_year_delta_8","B_compilation_only","0.8","remain_unresolved"
"RVTR513635","Wonderin'","neil young","none","Everybody's Rockin'","40639","RVAL718977","8","Wonderin'","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1983","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR514367","Shakin' Hands","nickelback","none","Dark Horse","39268","RVAL713931","8","Shakin' Hands","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR516114","Ill Be There","mariah carey","none","#1 To Infinity","29203","RVAL410533","6","I’ll Be There","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2015","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR517319","Ball Chain","elton john","none","Jump Up","37627","RVAL329578","3","Ball & Chain","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1982","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR526862","I Do'Wanna Know","reo speedwagon","none","The Second Decade of Rock & Roll 1981-1991","40139","RVAL352513","11","I Do' Wanna Know","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011; chart year 1984; chart/album year delta 27","chart_album_year_delta_27","A_original_studio_album_clearly_identifiable","0.95","bob_review"
"RVTR530800","Memphis Tennessee","chuck berry","none","Chuck Berry's Greatest Hits","25175","RVAL148348","10","Memphis, Tennessee","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1964","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR540781","Forever And Ever Amen","randy travis","none","Randy Travis","26894","RVAL726405","1","Forever And Ever, Amen","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR547352","There Is No Greater Love","amy winehouse","none","Frank","39610","RVAL596999","7","(There Is) No Greater Love","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR548946","When Love Hate Collide","def leppard","none","Rock Of Ages: The Definitive Collection","25049","RVAL868859","11","When Love Hate Collide","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005; chart year 1995; chart/album year delta 10","chart_album_year_delta_10","B_compilation_only","0.8","remain_unresolved"
"RVTR552583","Oh Marion","paul simon","none","One Trick Pony","30499","RVAL506035","5","Oh, Marion","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
