canonical_album_tracks_id,rvtr,old_canonical_track_key,proposed_canonical_track_key,album_id,album_title,rval,position,slot_title,confidence,reason,old_canonical_source,old_confidence_score,old_review_flag,old_updated_at
"431956","RVTR288672","","RVTR288672","37676","A Portrait Of Ray","RVAL661468","10","A Sweet Young Thing Like You","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"379434","RVTR289036","","RVTR289036","25062","The Phoenix","RVAL441396","11","S E X","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache_hot100_gap","0.86","ok","2026-05-20 22:14:03.905719"
"413691","RVTR289376","","RVTR289376","33506","Lasers","RVAL905603","7","Beautiful Lasers (2Ways)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564260","RVTR290589","","RVTR290589","43471","Zach Bryan","RVAL000005","14","Tradesman","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.078143"
"565146","RVTR292746","","RVTR292746","43530","*NSYNC","RVAL000083","10","I Drive Myself Crazy","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:21.678359"
"376242","RVTR294604","","RVTR294604","24252","Weapons Of Mass Destruction","RVAL679248","8","Hey Now (Mean Muggin’)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"498598","RVTR296273","","RVTR296273","25439","Waitin' In The Country","RVAL129408","6","Livin’ Our Love Song","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565510","RVTR296361","","RVTR296361","43554","King","RVAL000116","3","What You Know","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:52:20.038628"
"392330","RVTR307618","","RVTR307618","28340","Involved","RVAL899961","3","Funky Music Sho' Nuff Turns Me On","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564341","RVTR315273","","RVTR315273","43477","Shoot for the Stars Aim for the Moon","RVAL000016","13","Mood Swings","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"386185","RVTR318496","","RVTR318496","26800","Hotter Than July","RVAL156944","6","Master Blaster (Jammin’)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"444730","RVTR322063","","RVTR322063","40835","Change Of Heart","RVAL675261","5","Baby I Need Your Lovin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"540584","RVTR322469","","RVTR322469","28711","The Whole Shebang","RVAL759798","2","I Will…But","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565309","RVTR322874","","RVTR322874","43542","Hall of Fame","RVAL000098","8","Black Hearted","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:27.810754"
"565575","RVTR323120","","RVTR323120","43558","An Evening With Silk Sonic","RVAL000125","8","Skate","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:52:41.612648"
"404109","RVTR327766","","RVTR327766","31208","All Work, No Play","RVAL072165","1","Body Bumpin' (Yippie-Yi-Yo)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"441124","RVTR328314","","RVTR328314","39957","A Circle Filled With Love","RVAL782887","6","Here Is Where Your Love Belongs","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"433359","RVTR330620","","RVTR330620","38012","Dierks Bentley","RVAL298512","1","What Was I Thinkin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"527132","RVTR333435","","RVTR333435","42733","Lady In Waiting","RVAL132357","3","Breaker-Breaker","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"386066","RVTR336242","","RVTR336242","26775","Rock & Roll Strategy","RVAL335425","4","Comin’ Down Tonight","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564811","RVTR339151","","RVTR339151","43509","The Great American Bar Scene","RVAL000062","16","Northern Thunder","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:38:56.015433"
"527368","RVTR339334","","RVTR339334","42869","L.a. Light Album","RVAL176121","1","Good Timin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"373502","RVTR340967","","RVTR340967","23577","Boots","RVAL917541","8","So Long, Babe","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"467299","RVTR354909","","RVTR354909","28291","Promises, Promises","RVAL372582","5","Who Is Gonna Love Me","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"485927","RVTR356263","","RVTR356263","39680","Moonshine In The Trunk","RVAL784139","1","Crushin’ It","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"452191","RVTR357285","","RVTR357285","42580","Colonization","RVAL228358","1","Love You So Much","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564772","RVTR357576","","RVTR357576","43507","Love Sick","RVAL000060","13","Private Landing","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:38:48.824764"
"535700","RVTR357806","","RVTR357806","25925","Full Moon Fever","RVAL110035","1","Free Fallin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"419870","RVTR359399","","RVTR359399","35014","Vanilla Fudge","RVAL274271","2","You Keep Me Hangin’ On","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"440398","RVTR359825","","RVTR359825","39773","Born To Reign","RVAL986067","7","Black Suits Comin’ (Nod Ya Head)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"515507","RVTR369521","","RVTR369521","35282","Notorious","RVAL151232","8","“Meet El Presidente”","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564616","RVTR373992","","RVTR373992","43496","Suga","RVAL000121","5","B.I.T.C.H.","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 21:59:27.364342"
"448645","RVTR374091","","RVTR374091","41771","Future","RVAL853425","8","Thousand Shadows","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564671","RVTR375629","","RVTR375629","43500","American Heart","RVAL000052","2","Mr Electric Blue","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 21:59:32.846511"
"514269","RVTR377970","","RVTR377970","34568","Demon Days","RVAL714859","6","Feel Good Inc.","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"549779","RVTR382311","","RVTR382311","34174","#willpower","RVAL924818","5","Feelin’ Myself","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"527183","RVTR385712","","RVTR385712","42761","The Hollies' Greatest Hits","RVAL581933","3","Stop, Stop, Stop","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"506829","RVTR387718","","RVTR387718","30318","All The World's A Stage: Recorded Live","RVAL125776","8","Fly By Night / In The Mood","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"501399","RVTR388957","","RVTR388957","27105","Is That All There Is?","RVAL737324","1","Is That All There Is?","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565431","RVTR390376","","RVTR390376","43548","Nostalgia","RVAL000108","8","Checkmate","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:56.655175"
"377459","RVTR393522","","RVTR393522","24564","F.A.M.E.","RVAL659453","7","Yeah 3×","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565466","RVTR395213","","RVTR395213","43550","Steers and Stripes","RVAL000112","13","Every River","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:52:05.954816"
"547997","RVTR396672","","RVTR396672","33082","Hummin' Comin' At 'Cha","RVAL555835","2","Just Kickin’ It","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565320","RVTR402869","","RVTR402869","43542","Hall of Fame","RVAL000098","19","Clueless","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:27.810754"
"490311","RVTR404390","","RVTR404390","42335","Surfin' Bird","RVAL848503","1","Surfin’ Bird","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"406716","RVTR405889","","RVTR405889","31828","Vol. 2... Hard Knock Life","RVAL564593","9","Can I Get A…","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"417559","RVTR406552","","RVTR406552","34454","Moodring","RVAL372116","7","My Love Is Like...Wo","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"565306","RVTR406995","","RVTR406995","43542","Hall of Fame","RVAL000098","5","Epidemic","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:27.810754"
"452563","RVTR407797","","RVTR407797","42657","Like It Is, Like It Was","RVAL535870","8","Long, Lonely Nights","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565155","RVTR414821","","RVTR414821","43531","SoulFly","RVAL000085","6","All I Got","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:27.658267"
"468371","RVTR416650","","RVTR416650","29020","Main Street People","RVAL603776","9","Are You Man Enough?","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"486417","RVTR419680","","RVTR419680","39944","The Journey (Livin Hits)","RVAL573946","1","Wake Up Lovin’ You","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565456","RVTR421471","","RVTR421471","43550","Steers and Stripes","RVAL000112","3","The Long Goodbye","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:52:05.954816"
"439778","RVTR422675","","RVTR422675","39613","Doin' Somethin' Right","RVAL975816","3","Must Be Doin’ Somethin’ Right","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"403608","RVTR423356","","RVTR423356","31095","Play It Loud","RVAL711510","11","I Breathe In I Breathe Out","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache_hot100_gap","0.86","ok","2026-05-20 22:14:03.905719"
"512841","RVTR423611","","RVTR423611","33822","Ripcord","RVAL185413","2","Break On Me","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"564808","RVTR423768","","RVTR423768","43509","The Great American Bar Scene","RVAL000062","13","Better Days","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:38:56.015433"
"489901","RVTR433510","","RVTR433510","42096","...Presenting The Fabulous Ronettes Featuring Veronica","RVAL414704","2","Do I Love You","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"497057","RVTR435066","","RVTR435066","24624","G.T.O.","RVAL011462","7","Bucket T","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"457371","RVTR438348","","RVTR438348","22729","Sweet Talker","RVAL221301","2","Burnin’ Up","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"393093","RVTR439134","","RVTR439134","28548","Distant Drums","RVAL177261","2","Is It Really Over","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"440404","RVTR443076","","RVTR443076","39777","Changing Faces","RVAL427123","2","Foolin’ Around","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"491463","RVTR446884","","RVTR446884","43056","The Supremes Sing Holland-Dozier-Holland","RVAL715373","1","You Keep Me Hangin’ On","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"496367","RVTR447584","","RVTR447584","24279","On Top Of Our Game","RVAL477230","3","Ridin’ Rims","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"451190","RVTR451482","","RVTR451482","42352","Dimensions","RVAL777033","11","Sweet Cream Ladies Forward March","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache_hot100_gap","0.86","ok","2026-05-20 22:14:03.905719"
"535316","RVTR455072","","RVTR455072","25731","Three Chord Country And American Rock & Roll","RVAL962724","5","Pickin’ Wildflowers","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"439738","RVTR456792","","RVTR456792","39601","Where It All Began","RVAL879263","7","Nothin’ Like You","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565435","RVTR460195","","RVTR460195","43548","Nostalgia","RVAL000108","12","Pass You By","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:56.655175"
"501189","RVTR460747","","RVTR460747","26970","Great Balls Of Fire","RVAL644044","6","Sweet Summer Lovin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"459781","RVTR462063","","RVTR462063","24117","Still Waters","RVAL923460","4","Still Waters Run Deep","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565428","RVTR468252","","RVTR468252","43548","Nostalgia","RVAL000108","5","Come See Me","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:56.655175"
"545188","RVTR470180","","RVTR470180","31410","C.M.B.","RVAL072909","9","Thinkin’ Back","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"394720","RVTR471745","","RVTR471745","28921","Thinkin' Problem","RVAL842030","1","Thinkin’ Problem","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"450172","RVTR472851","","RVTR472851","42130","The Soft Parade","RVAL769783","7","Runnin’ Blue","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565304","RVTR474336","","RVTR474336","43542","Hall of Fame","RVAL000098","3","No Return","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:27.810754"
"403514","RVTR476008","","RVTR476008","31065","There Is No Competition 2: The Grieving Music Mixtape","RVAL226155","7","You Be Killin' 'Em","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"477474","RVTR477094","","RVTR477094","34255","beerbongs & bentleys","RVAL772619","5","Takin’ Shots","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565137","RVTR478697","","RVTR478697","43530","*NSYNC","RVAL000083","1","Tearin’ Up My Heart","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:21.678359"
"506143","RVTR490043","","RVTR490043","29922","Same Trailer Different Park","RVAL639267","3","Merry Go ’Round","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564253","RVTR494805","","RVTR494805","43471","Zach Bryan","RVAL000005","7","Ticking","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.078143"
"558645","RVTR495934","","RVTR495934","39775","Willennium","RVAL273381","3","Freakin’ It","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"520024","RVTR496756","","RVTR496756","38520","Why Am I Treated So Bad!","RVAL210567","8","Why Am I Treated So Bad!","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"564256","RVTR496830","","RVTR496830","43471","Zach Bryan","RVAL000005","10","El Dorado","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.078143"
"535751","RVTR498890","","RVTR498890","25956","Gonna Make You Sweat","RVAL752256","3","Things That Make You Go Hmmmm…","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"515733","RVTR500249","","RVTR500249","35424","Jim Stafford","RVAL421354","12","Spiders Snakes","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache_hot100_gap","0.86","ok","2026-05-20 22:14:03.905719"
"417422","RVTR502200","","RVTR502200","34421","Guero","RVAL758490","1","E‐Pro","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"401184","RVTR502744","","RVTR502744","30499","One Trick Pony","RVAL506035","3","One‐Trick Pony","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"521943","RVTR511594","","RVTR511594","39558","TBA (EP)","RVAL488391","2","Timeless (DJ SPINKING)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"380605","RVTR512795","","RVTR512795","25393","Bobby","RVAL449829","2","Humpin’ Around","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"505832","RVTR514029","","RVTR514029","29744","Queen","RVAL070543","10","Chun‐Li","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"509948","RVTR514727","","RVTR514727","32095","3LW","RVAL682981","3","Playas Gon’ Play","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565356","RVTR516093","","RVTR516093","43545","Good News","RVAL000104","1","Shots Fired","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:41.627686"
"565129","RVTR516502","","RVTR516502","43529","Destined 2 Win","RVAL000082","14","Run It Up","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:16.039847"
"376319","RVTR517694","","RVTR517694","24278","Dem Franchize Boyz","RVAL349023","3","White Tee","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"441477","RVTR523259","","RVTR523259","40045","7-6-5-4-3-2-1 Blow Your Whistle","RVAL954832","1","7‒6‒5‒4‒3‒2‒1 (Blow Your Whistle)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"404417","RVTR527301","","RVTR527301","31280","Days Of Innocence","RVAL641041","2","What About Me?","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"453535","RVTR528970","","RVTR528970","42884","Still Cruisin'","RVAL026591","1","Still Cruisin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"398058","RVTR532616","","RVTR532616","29734","Whispers","RVAL198004","4","Whispers (Gettin’ Louder)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"391320","RVTR534025","","RVTR534025","28066","Jackie","RVAL970813","7","Vanilla O'Lay","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"500685","RVTR535644","","RVTR535644","26656","Brass Construction","RVAL658247","5","Movin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"447371","RVTR536334","","RVTR536334","41455","Yesterday And Today","RVAL861878","10","What Goes On?","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"391989","RVTR541916","","RVTR541916","28245","Where We All Belong","RVAL328780","6","This Ol' Cowboy","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"560732","RVTR546195","","RVTR546195","41085","How Country Feels","RVAL768506","1","Runnin’ Outta Moonlight","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565049","RVTR547259","","RVTR547259","43525","Stick Season (We’ll All Be Here Forever)","RVAL000077","2","Stick Season","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:49:54.786506"
"498268","RVTR548206","","RVTR548206","25264","Watermelon, Chicken & Gritz","RVAL611021","9","Po’ Folks","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"379484","RVTR551405","","RVTR551405","25074","The Right Stuff","RVAL146488","3","Dreamin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"404645","RVTR554416","","RVTR554416","31335","Somebody's Gonna Love You","RVAL179585","1","I. O. U","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"529151","RVTR561332","","RVTR561332","22277","Teflon Don","RVAL703660","9","B.M.F. (Blowin’ Money Fast)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564251","RVTR561333","","RVTR561333","43471","Zach Bryan","RVAL000005","5","Hey Driver","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.078143"
